"","test_data.respon","predRF","predNB","predSVM","predC50"
"19212",3,"3","1",5,"3"
"19213",1,"1","1",1,"1"
"19214",5,"5","5",5,"5"
"19215",1,"1","5",5,"1"
"19216",2,"2","2",2,"2"
"19217",2,"2","1",5,"2"
"19218",3,"3","2",5,"3"
"19219",5,"5","4",5,"5"
"19220",5,"5","4",5,"5"
"19221",2,"2","5",5,"2"
"19222",1,"1","1",5,"1"
"19223",4,"4","4",5,"4"
"19224",3,"3","2",1,"3"
"19225",1,"1","5",5,"1"
"19226",1,"1","1",3,"1"
"19227",4,"4","3",5,"4"
"19228",1,"1","1",1,"1"
"19229",2,"2","1",3,"2"
"19230",1,"1","2",1,"1"
"19231",3,"3","5",5,"3"
"19232",4,"4","5",5,"4"
"19233",4,"4","4",5,"4"
"19234",3,"3","1",1,"1"
"19235",2,"2","1",3,"2"
"19236",1,"1","1",1,"1"
"19237",4,"4","5",5,"4"
"19238",3,"3","5",5,"3"
"19239",5,"5","5",5,"5"
"19240",4,"4","1",3,"4"
"19241",3,"3","1",5,"3"
"19242",2,"2","1",3,"2"
"19243",2,"2","2",3,"2"
"19244",4,"4","1",4,"4"
"19245",2,"2","1",3,"2"
"19246",3,"3","5",5,"3"
"19247",4,"4","5",5,"4"
"19248",3,"3","1",2,"3"
"19249",2,"2","1",5,"2"
"19250",5,"5","5",5,"5"
"19251",1,"1","1",5,"1"
"19252",3,"3","5",5,"3"
"19253",5,"5","5",5,"5"
"19254",5,"5","1",5,"5"
"19255",4,"4","5",5,"4"
"19256",1,"1","1",5,"1"
"19257",1,"1","5",5,"1"
"19258",4,"4","4",5,"4"
"19259",1,"1","1",3,"1"
"19260",4,"4","5",5,"4"
"19261",1,"1","1",1,"1"
"19262",5,"5","3",5,"5"
"19263",5,"3","5",5,"3"
"19264",3,"3","1",5,"3"
"19265",5,"1","1",3,"1"
"19266",1,"1","1",3,"1"
"19267",4,"4","5",5,"4"
"19268",1,"1","1",5,"1"
"19269",3,"3","2",1,"3"
"19270",1,"1","1",5,"1"
"19271",2,"2","1",5,"2"
"19272",1,"1","1",1,"1"
"19273",5,"5","5",5,"5"
"19274",3,"3","2",5,"3"
"19275",1,"1","1",1,"1"
"19276",2,"2","1",1,"2"
"19277",4,"4","3",5,"4"
"19278",5,"5","5",5,"5"
"19279",1,"1","1",1,"1"
"19280",5,"5","5",5,"5"
"19281",3,"3","1",5,"3"
"19282",2,"2","1",5,"2"
"19283",1,"1","1",5,"1"
"19284",3,"3","2",3,"3"
"19285",5,"5","2",5,"5"
"19286",4,"4","5",5,"4"
"19287",5,"5","5",5,"5"
"19288",2,"2","1",5,"2"
"19289",5,"5","5",5,"5"
"19290",4,"4","5",5,"4"
"19291",4,"4","2",4,"4"
"19292",2,"2","5",5,"2"
"19293",3,"3","1",5,"3"
"19294",5,"5","2",5,"5"
"19295",5,"5","5",5,"5"
"19296",3,"3","4",5,"3"
"19297",2,"2","2",2,"2"
"19298",3,"3","1",5,"3"
"19299",2,"2","5",5,"2"
"19300",4,"4","2",3,"4"
"19301",4,"4","2",1,"4"
"19302",1,"1","1",3,"1"
"19303",4,"4","5",5,"4"
"19304",5,"5","5",5,"5"
"19305",4,"4","4",4,"4"
"19306",5,"5","5",5,"5"
"19307",2,"2","2",5,"2"
"19308",5,"5","5",1,"5"
"19309",3,"3","5",5,"3"
"19310",5,"5","5",5,"5"
"19311",3,"3","4",5,"3"
"19312",4,"4","4",5,"4"
"19313",1,"1","1",3,"1"
"19314",2,"2","1",5,"2"
"19315",2,"2","1",5,"2"
"19316",2,"2","1",5,"2"
"19317",3,"3","5",5,"3"
"19318",5,"3","1",5,"3"
"19319",5,"5","5",5,"5"
"19320",4,"4","5",5,"4"
"19321",2,"2","1",5,"2"
"19322",2,"2","2",2,"2"
"19323",2,"2","1",1,"2"
"19324",1,"1","1",5,"1"
"19325",2,"2","2",3,"2"
"19326",4,"4","2",5,"4"
"19327",5,"5","5",5,"1"
"19328",4,"4","5",5,"4"
"19329",5,"5","5",5,"5"
"19330",4,"4","5",5,"4"
"19331",4,"4","5",5,"4"
"19332",2,"2","1",3,"2"
"19333",4,"4","5",5,"4"
"19334",1,"1","2",1,"1"
"19335",3,"3","4",5,"3"
"19336",2,"2","1",5,"2"
"19337",1,"1","5",5,"1"
"19338",2,"2","1",3,"2"
"19339",3,"3","5",5,"3"
"19340",4,"4","1",4,"4"
"19341",2,"2","1",5,"2"
"19342",3,"3","1",5,"3"
"19343",4,"4","1",5,"4"
"19344",2,"2","2",5,"2"
"19345",4,"4","5",5,"4"
"19346",2,"2","5",5,"2"
"19347",3,"3","1",5,"3"
"19348",1,"1","1",5,"1"
"19349",3,"3","3",5,"3"
"19350",1,"1","1",5,"1"
"19351",4,"4","5",5,"4"
"19352",1,"1","1",5,"1"
"19353",3,"3","2",5,"3"
"19354",4,"4","5",5,"4"
"19355",4,"4","1",5,"4"
"19356",1,"1","1",5,"1"
"19357",2,"2","5",5,"2"
"19358",4,"4","5",5,"4"
"19359",1,"1","1",5,"1"
"19360",4,"4","5",5,"4"
"19361",5,"5","5",5,"5"
"19362",4,"4","5",5,"4"
"19363",2,"2","2",3,"2"
"19364",5,"5","5",5,"5"
"19365",3,"3","4",5,"3"
"19366",2,"2","2",2,"2"
"19367",2,"2","5",5,"2"
"19368",3,"3","2",1,"3"
"19369",4,"4","2",4,"4"
"19370",5,"5","5",5,"5"
"19371",4,"4","3",5,"4"
"19372",4,"4","5",5,"4"
"19373",5,"5","5",5,"5"
"19374",1,"1","1",3,"1"
"19375",2,"2","1",1,"2"
"19376",5,"5","5",5,"5"
"19377",3,"3","1",1,"3"
"19378",5,"5","1",5,"5"
"19379",4,"4","1",3,"4"
"19380",3,"3","4",5,"3"
"19381",1,"1","4",3,"1"
"19382",5,"5","5",5,"5"
"19383",4,"4","5",5,"4"
"19384",5,"5","5",5,"5"
"19385",5,"5","5",5,"5"
"19386",3,"3","2",1,"3"
"19387",2,"2","1",5,"2"
"19388",5,"5","3",5,"5"
"19389",1,"1","1",3,"1"
"19390",2,"2","2",2,"2"
"19391",1,"1","5",5,"1"
"19392",3,"3","1",5,"3"
"19393",5,"5","5",5,"5"
"19394",1,"1","1",5,"1"
"19395",4,"4","5",5,"4"
"19396",3,"3","4",3,"3"
"19397",4,"4","5",5,"4"
"19398",3,"3","3",5,"3"
"19399",2,"2","5",5,"2"
"19400",1,"1","1",5,"1"
"19401",1,"1","1",3,"1"
"19402",4,"4","5",5,"4"
"19403",5,"5","1",5,"5"
"19404",4,"4","3",5,"4"
"19405",1,"1","1",5,"1"
"19406",2,"2","2",3,"2"
"19407",5,"5","5",5,"5"
"19408",3,"3","5",5,"3"
"19409",4,"4","3",5,"4"
"19410",2,"2","5",5,"2"
"19411",1,"1","4",5,"1"
"19412",5,"5","2",5,"5"
"19413",1,"1","1",1,"1"
"19414",4,"4","5",5,"4"
"19415",3,"3","1",5,"3"
"19416",2,"2","3",5,"2"
"19417",4,"4","5",5,"4"
"19418",5,"5","5",5,"5"
"19419",1,"1","1",1,"1"
"19420",1,"1","1",5,"1"
"19421",4,"4","2",5,"4"
"19422",5,"5","5",4,"5"
"19423",5,"5","4",3,"5"
"19424",2,"2","2",5,"2"
"19425",4,"4","2",2,"4"
"19426",4,"4","5",5,"4"
"19427",1,"1","1",3,"1"
"19428",5,"5","5",5,"5"
"19429",3,"3","1",5,"3"
"19430",5,"5","4",5,"5"
"19431",3,"3","1",1,"3"
"19432",5,"5","5",5,"5"
"19433",4,"4","5",4,"4"
"19434",3,"3","1",5,"3"
"19435",1,"1","1",5,"1"
"19436",3,"3","5",5,"3"
"19437",3,"3","4",1,"3"
"19438",3,"3","5",5,"3"
"19439",4,"4","1",5,"4"
"19440",4,"4","5",5,"4"
"19441",3,"3","1",5,"3"
"19442",4,"4","1",5,"4"
"19443",4,"4","1",5,"4"
"19444",2,"2","3",3,"2"
"19445",1,"1","1",5,"1"
"19446",4,"4","1",5,"4"
"19447",1,"1","1",5,"1"
"19448",4,"4","1",5,"4"
"19449",2,"2","1",5,"2"
"19450",4,"4","5",5,"4"
"19451",2,"2","4",3,"2"
"19452",4,"4","5",5,"4"
"19453",2,"2","1",5,"2"
"19454",5,"5","4",5,"5"
"19455",3,"3","5",5,"3"
"19456",5,"5","1",3,"1"
"19457",2,"2","5",5,"2"
"19458",5,"5","5",5,"5"
"19459",2,"2","2",2,"2"
"19460",1,"1","1",3,"1"
"19461",2,"2","2",2,"2"
"19462",3,"3","5",5,"3"
"19463",1,"1","1",3,"1"
"19464",5,"5","4",3,"5"
"19465",4,"4","5",5,"4"
"19466",5,"5","5",5,"5"
"19467",3,"3","1",5,"3"
"19468",2,"2","5",5,"2"
"19469",1,"1","1",1,"1"
"19470",3,"3","2",5,"3"
"19471",2,"2","1",5,"2"
"19472",3,"3","1",5,"3"
"19473",4,"4","5",5,"4"
"19474",5,"5","5",5,"5"
"19475",2,"2","1",5,"2"
"19476",5,"5","5",5,"5"
"19477",1,"1","2",3,"1"
"19478",5,"5","5",5,"5"
"19479",3,"3","5",5,"3"
"19480",5,"5","5",5,"5"
"19481",1,"1","1",3,"1"
"19482",2,"2","5",5,"2"
"19483",1,"1","1",5,"1"
"19484",3,"3","1",5,"3"
"19485",3,"3","4",3,"3"
"19486",1,"1","1",1,"1"
"19487",5,"5","5",5,"5"
"19488",5,"5","5",5,"5"
"19489",4,"4","2",5,"4"
"19490",2,"2","4",5,"2"
"19491",3,"3","1",3,"3"
"19492",5,"5","5",5,"5"
"19493",3,"3","5",5,"3"
"19494",5,"3","3",5,"5"
"19495",3,"3","1",5,"3"
"19496",4,"4","5",5,"4"
"19497",4,"4","3",4,"4"
"19498",3,"3","1",5,"3"
"19499",2,"2","4",5,"2"
"19500",4,"4","5",5,"4"
"19501",1,"1","5",5,"1"
"19502",2,"2","1",5,"2"
"19503",5,"5","5",5,"5"
"19504",4,"4","2",5,"4"
"19505",1,"1","5",5,"1"
"19506",3,"3","5",5,"3"
"19507",1,"1","1",3,"1"
"19508",2,"2","5",5,"2"
"19509",4,"4","5",5,"4"
"19510",5,"5","5",5,"5"
"19511",3,"3","1",5,"3"
"19512",2,"2","2",5,"2"
"19513",1,"1","4",5,"1"
"19514",4,"4","5",5,"4"
"19515",5,"5","5",5,"5"
"19516",4,"4","5",5,"4"
"19517",5,"5","2",1,"2"
"19518",1,"1","1",3,"1"
"19519",3,"3","5",5,"3"
"19520",4,"4","2",1,"4"
"19521",2,"2","1",5,"2"
"19522",4,"4","5",5,"4"
"19523",2,"2","1",5,"2"
"19524",1,"1","4",5,"1"
"19525",1,"1","1",3,"1"
"19526",1,"1","1",3,"1"
"19527",1,"1","1",5,"1"
"19528",4,"4","4",5,"4"
"19529",2,"2","2",3,"2"
"19530",5,"5","5",5,"5"
"19531",1,"1","1",3,"1"
"19532",4,"4","5",5,"4"
"19533",3,"3","5",5,"3"
"19534",3,"3","1",5,"3"
"19535",4,"4","5",5,"4"
"19536",1,"1","2",3,"1"
"19537",3,"3","2",5,"3"
"19538",4,"4","5",5,"4"
"19539",5,"5","5",5,"5"
"19540",4,"4","5",5,"4"
"19541",2,"2","2",3,"2"
"19542",1,"1","1",1,"1"
"19543",2,"2","5",5,"2"
"19544",3,"3","2",5,"3"
"19545",5,"5","5",5,"5"
"19546",5,"5","1",5,"5"
"19547",1,"1","1",3,"1"
"19548",5,"5","5",5,"5"
"19549",1,"1","1",3,"1"
"19550",3,"3","2",3,"3"
"19551",2,"2","1",3,"2"
"19552",4,"4","1",3,"4"
"19553",1,"1","2",1,"1"
"19554",2,"2","2",3,"2"
"19555",2,"2","1",1,"2"
"19556",3,"3","5",5,"3"
"19557",2,"2","5",5,"2"
"19558",2,"2","1",3,"2"
"19559",2,"2","5",5,"2"
"19560",3,"3","5",5,"3"
"19561",1,"1","1",1,"1"
"19562",2,"2","2",1,"2"
"19563",1,"1","3",5,"1"
"19564",4,"4","1",5,"4"
"19565",3,"3","5",5,"3"
"19566",5,"5","5",5,"5"
"19567",2,"2","2",3,"2"
"19568",4,"4","4",5,"4"
"19569",4,"4","5",5,"4"
"19570",5,"5","5",5,"5"
"19571",5,"5","5",5,"5"
"19572",2,"2","1",3,"2"
"19573",4,"4","1",5,"4"
"19574",5,"5","5",5,"5"
"19575",4,"4","5",5,"4"
"19576",3,"3","5",5,"3"
"19577",3,"3","3",5,"3"
"19578",3,"3","4",5,"3"
"19579",4,"4","5",5,"4"
"19580",1,"1","4",3,"1"
"19581",1,"1","1",3,"1"
"19582",1,"1","1",3,"1"
"19583",3,"3","1",5,"3"
"19584",4,"4","1",5,"4"
"19585",4,"4","5",5,"4"
"19586",2,"2","5",5,"2"
"19587",2,"2","2",3,"2"
"19588",1,"1","1",5,"1"
"19589",3,"3","4",5,"3"
"19590",5,"5","5",5,"5"
"19591",2,"2","5",5,"2"
"19592",1,"1","1",5,"1"
"19593",4,"4","4",5,"4"
"19594",4,"4","1",5,"4"
"19595",1,"1","2",3,"1"
"19596",2,"2","1",5,"2"
"19597",3,"3","2",2,"3"
"19598",3,"3","4",5,"3"
"19599",5,"5","5",5,"5"
"19600",4,"4","5",5,"4"
"19601",3,"3","5",5,"3"
"19602",5,"5","5",5,"5"
"19603",3,"3","5",5,"3"
"19604",1,"1","5",5,"1"
"19605",4,"4","4",3,"4"
"19606",4,"4","3",5,"4"
"19607",5,"5","5",5,"5"
"19608",5,"5","5",5,"5"
"19609",4,"4","1",5,"4"
"19610",5,"5","5",5,"5"
"19611",3,"3","5",5,"3"
"19612",5,"5","5",5,"5"
"19613",3,"3","1",3,"3"
"19614",4,"4","5",5,"4"
"19615",3,"3","1",1,"3"
"19616",3,"3","1",5,"3"
"19617",5,"5","5",5,"5"
"19618",5,"5","5",5,"5"
"19619",3,"3","5",5,"3"
"19620",3,"3","5",5,"3"
"19621",1,"1","1",3,"1"
"19622",5,"5","1",5,"5"
"19623",5,"5","5",5,"5"
"19624",2,"2","2",5,"2"
"19625",2,"2","5",5,"2"
"19626",2,"2","1",3,"2"
"19627",5,"5","5",5,"5"
"19628",3,"3","5",5,"3"
"19629",4,"4","1",2,"4"
"19630",2,"2","5",5,"2"
"19631",3,"3","5",5,"3"
"19632",1,"1","1",3,"1"
"19633",3,"3","5",5,"3"
"19634",2,"2","4",2,"2"
"19635",4,"4","1",5,"4"
"19636",2,"2","4",5,"2"
"19637",3,"3","5",5,"3"
"19638",2,"2","2",5,"2"
"19639",3,"3","5",5,"3"
"19640",2,"2","1",5,"2"
"19641",2,"2","1",5,"2"
"19642",5,"5","5",5,"5"
"19643",1,"1","5",5,"1"
"19644",4,"4","2",1,"4"
"19645",4,"4","1",5,"4"
"19646",1,"1","1",5,"1"
"19647",1,"1","1",5,"1"
"19648",5,"5","5",5,"5"
"19649",5,"5","5",5,"5"
"19650",5,"5","5",5,"5"
"19651",4,"4","3",4,"4"
"19652",1,"1","2",1,"1"
"19653",5,"5","2",5,"4"
"19654",3,"3","5",5,"3"
"19655",1,"1","5",5,"1"
"19656",3,"3","5",5,"3"
"19657",5,"5","5",5,"5"
"19658",2,"2","1",3,"2"
"19659",1,"1","5",5,"1"
"19660",5,"5","5",5,"5"
"19661",4,"4","1",4,"4"
"19662",4,"4","5",5,"4"
"19663",5,"3","5",5,"4"
"19664",2,"2","1",2,"2"
"19665",4,"4","5",5,"4"
"19666",2,"2","5",5,"2"
"19667",2,"2","4",5,"2"
"19668",4,"4","1",5,"4"
"19669",3,"3","5",5,"3"
"19670",2,"2","5",5,"2"
"19671",2,"2","1",5,"2"
"19672",2,"2","1",1,"2"
"19673",4,"4","2",5,"4"
"19674",5,"5","5",5,"5"
"19675",4,"4","2",5,"4"
"19676",3,"3","3",1,"3"
"19677",2,"2","5",5,"2"
"19678",3,"3","5",5,"3"
"19679",3,"3","4",5,"3"
"19680",3,"3","2",1,"3"
"19681",5,"5","5",5,"5"
"19682",4,"4","5",5,"4"
"19683",5,"5","3",5,"5"
"19684",5,"5","2",5,"3"
"19685",3,"3","1",3,"3"
"19686",4,"4","5",5,"4"
"19687",2,"2","1",3,"2"
"19688",3,"3","2",3,"3"
"19689",5,"5","2",5,"5"
"19690",3,"3","1",3,"3"
"19691",1,"1","2",1,"1"
"19692",2,"2","4",5,"2"
"19693",2,"2","1",3,"2"
"19694",5,"3","5",5,"4"
"19695",3,"3","1",5,"3"
"19696",2,"2","4",3,"2"
"19697",4,"4","1",5,"4"
"19698",2,"2","1",5,"2"
"19699",5,"5","1",1,"3"
"19700",5,"5","5",5,"5"
"19701",2,"2","1",2,"2"
"19702",3,"3","1",3,"3"
"19703",1,"1","1",5,"1"
"19704",1,"1","1",5,"1"
"19705",3,"3","1",5,"3"
"19706",3,"3","1",5,"3"
"19707",1,"1","1",3,"1"
"19708",3,"3","2",5,"3"
"19709",2,"2","2",3,"2"
"19710",3,"3","5",5,"3"
"19711",3,"3","5",5,"3"
"19712",5,"5","3",5,"5"
"19713",4,"4","3",5,"4"
"19714",2,"2","2",3,"2"
"19715",1,"1","2",5,"1"
"19716",3,"3","1",2,"3"
"19717",3,"3","1",5,"3"
"19718",3,"3","5",5,"3"
"19719",2,"2","5",5,"2"
"19720",4,"4","5",5,"4"
"19721",1,"1","3",3,"1"
"19722",4,"4","2",5,"4"
"19723",1,"1","1",3,"1"
"19724",2,"2","1",3,"2"
"19725",5,"5","5",5,"5"
"19726",4,"4","5",5,"4"
"19727",2,"2","5",5,"2"
"19728",1,"1","5",5,"1"
"19729",5,"5","1",1,"5"
"19730",1,"1","5",5,"1"
"19731",1,"1","1",1,"1"
"19732",4,"4","5",5,"4"
"19733",4,"4","1",5,"4"
"19734",3,"3","5",5,"3"
"19735",4,"4","1",5,"5"
"19736",4,"4","2",1,"4"
"19737",1,"1","1",5,"1"
"19738",2,"2","4",5,"2"
"19739",2,"2","5",5,"2"
"19740",4,"4","1",1,"4"
"19741",3,"3","2",3,"3"
"19742",4,"4","1",4,"4"
"19743",1,"1","1",3,"1"
"19744",1,"1","4",5,"1"
"19745",5,"5","5",5,"5"
"19746",5,"5","5",5,"5"
"19747",4,"4","4",5,"4"
"19748",5,"5","5",5,"5"
"19749",3,"3","1",2,"3"
"19750",1,"1","1",3,"1"
"19751",2,"2","4",5,"2"
"19752",4,"4","2",5,"4"
"19753",2,"2","4",3,"2"
"19754",4,"4","5",5,"4"
"19755",2,"2","5",5,"2"
"19756",2,"2","5",5,"2"
"19757",5,"5","5",5,"5"
"19758",5,"5","5",5,"5"
"19759",4,"4","1",5,"4"
"19760",1,"1","2",1,"1"
"19761",4,"4","1",5,"4"
"19762",2,"2","1",3,"2"
"19763",5,"5","5",5,"5"
"19764",1,"1","1",5,"1"
"19765",2,"2","1",5,"2"
"19766",5,"5","5",5,"5"
"19767",3,"3","5",5,"3"
"19768",2,"2","5",5,"2"
"19769",5,"5","5",5,"5"
"19770",3,"3","5",5,"3"
"19771",2,"2","2",5,"2"
"19772",4,"4","1",4,"4"
"19773",2,"2","1",5,"2"
"19774",2,"2","2",5,"2"
"19775",1,"1","1",3,"1"
"19776",4,"4","2",2,"4"
"19777",2,"2","1",2,"2"
"19778",4,"4","4",5,"4"
"19779",1,"1","1",3,"1"
"19780",2,"2","1",3,"2"
"19781",2,"2","1",5,"2"
"19782",2,"2","5",5,"2"
"19783",1,"1","1",1,"1"
"19784",4,"4","5",5,"4"
"19785",2,"2","1",5,"2"
"19786",5,"5","2",3,"5"
"19787",5,"5","5",5,"5"
"19788",2,"2","1",5,"2"
"19789",3,"3","1",5,"3"
"19790",1,"1","1",3,"1"
"19791",1,"1","5",5,"1"
"19792",3,"3","2",3,"3"
"19793",5,"5","5",5,"5"
"19794",3,"3","1",1,"3"
"19795",2,"2","5",5,"2"
"19796",5,"5","5",5,"5"
"19797",4,"4","3",5,"4"
"19798",2,"2","1",5,"2"
"19799",4,"4","5",5,"4"
"19800",1,"1","1",5,"1"
"19801",5,"5","5",5,"5"
"19802",1,"1","1",1,"1"
"19803",1,"1","1",5,"1"
"19804",5,"5","5",5,"5"
"19805",4,"4","5",5,"4"
"19806",2,"2","5",5,"2"
"19807",2,"2","1",3,"2"
"19808",4,"4","4",5,"4"
"19809",2,"2","4",5,"2"
"19810",1,"1","1",3,"1"
"19811",5,"5","4",5,"5"
"19812",3,"3","1",5,"3"
"19813",4,"4","5",5,"4"
"19814",4,"4","5",5,"4"
"19815",4,"4","4",4,"4"
"19816",3,"3","5",5,"3"
"19817",3,"3","4",3,"3"
"19818",1,"1","1",5,"1"
"19819",3,"3","1",5,"3"
"19820",1,"1","1",5,"1"
"19821",4,"4","5",5,"4"
"19822",2,"2","3",5,"2"
"19823",2,"2","1",5,"2"
"19824",1,"1","1",3,"1"
"19825",3,"3","1",5,"3"
"19826",5,"5","5",5,"5"
"19827",1,"1","1",5,"1"
"19828",3,"3","1",5,"3"
"19829",1,"1","1",3,"1"
"19830",1,"1","1",5,"1"
"19831",3,"3","1",5,"3"
"19832",2,"2","4",5,"2"
"19833",3,"3","3",5,"3"
"19834",5,"5","5",5,"5"
"19835",4,"4","1",5,"4"
"19836",4,"4","1",4,"4"
"19837",2,"2","2",3,"2"
"19838",1,"1","1",5,"1"
"19839",1,"1","1",5,"1"
"19840",4,"4","1",5,"4"
"19841",5,"5","3",5,"5"
"19842",3,"3","5",5,"3"
"19843",1,"1","1",3,"1"
"19844",3,"3","2",1,"3"
"19845",5,"5","5",5,"5"
"19846",5,"5","5",5,"5"
"19847",4,"4","5",5,"4"
"19848",4,"4","5",5,"4"
"19849",2,"2","5",5,"2"
"19850",5,"5","5",5,"5"
"19851",1,"1","1",3,"1"
"19852",2,"2","5",5,"2"
"19853",1,"1","4",3,"1"
"19854",4,"4","5",5,"4"
"19855",4,"4","4",5,"4"
"19856",1,"1","1",1,"1"
"19857",4,"4","5",5,"4"
"19858",2,"2","1",3,"2"
"19859",2,"2","4",5,"2"
"19860",2,"2","1",3,"2"
"19861",5,"5","5",3,"5"
"19862",3,"3","5",5,"3"
"19863",4,"4","1",5,"4"
"19864",4,"4","1",5,"4"
"19865",5,"5","5",5,"5"
"19866",2,"2","1",5,"2"
"19867",4,"4","2",4,"4"
"19868",5,"5","4",3,"5"
"19869",2,"2","1",3,"2"
"19870",5,"5","3",1,"4"
"19871",5,"5","5",5,"5"
"19872",3,"3","1",5,"3"
"19873",1,"1","1",5,"1"
"19874",3,"3","1",2,"3"
"19875",4,"4","1",5,"4"
"19876",3,"3","2",5,"3"
"19877",4,"4","2",3,"4"
"19878",4,"4","3",5,"4"
"19879",2,"2","2",5,"2"
"19880",3,"3","5",5,"3"
"19881",2,"2","5",5,"2"
"19882",1,"1","1",3,"1"
"19883",1,"1","1",5,"1"
"19884",1,"1","1",3,"1"
"19885",3,"3","4",5,"3"
"19886",4,"4","4",3,"4"
"19887",4,"4","1",5,"4"
"19888",4,"4","5",5,"4"
"19889",4,"4","1",5,"4"
"19890",1,"1","1",3,"1"
"19891",2,"2","1",5,"2"
"19892",3,"3","5",5,"3"
"19893",5,"5","1",3,"5"
"19894",4,"4","5",5,"4"
"19895",5,"5","1",5,"5"
"19896",4,"4","5",5,"4"
"19897",4,"4","4",5,"4"
"19898",2,"2","1",3,"2"
"19899",5,"5","5",5,"5"
"19900",5,"5","5",5,"5"
"19901",4,"4","4",5,"4"
"19902",4,"4","1",5,"4"
"19903",4,"4","5",5,"4"
"19904",2,"2","1",5,"2"
"19905",1,"1","5",1,"1"
"19906",2,"2","3",3,"2"
"19907",4,"4","5",5,"4"
"19908",5,"5","5",5,"5"
"19909",1,"1","1",3,"1"
"19910",5,"5","5",5,"5"
"19911",4,"4","5",5,"4"
"19912",4,"4","5",5,"4"
"19913",1,"1","1",5,"1"
"19914",4,"4","1",5,"4"
"19915",4,"4","1",4,"4"
"19916",3,"3","4",5,"3"
"19917",4,"4","1",5,"4"
"19918",1,"1","1",3,"1"
"19919",2,"2","1",5,"2"
"19920",3,"3","3",2,"3"
"19921",5,"5","5",5,"5"
"19922",1,"1","1",5,"1"
"19923",4,"4","5",5,"4"
"19924",5,"5","5",5,"5"
"19925",1,"1","1",3,"1"
"19926",5,"5","4",5,"5"
"19927",5,"5","5",5,"5"
"19928",4,"4","1",5,"4"
"19929",1,"1","2",1,"1"
"19930",5,"5","5",5,"5"
"19931",5,"5","5",5,"5"
"19932",2,"2","1",5,"2"
"19933",5,"5","3",5,"5"
"19934",3,"3","2",3,"3"
"19935",2,"2","1",1,"2"
"19936",1,"1","2",3,"1"
"19937",1,"1","1",3,"1"
"19938",4,"4","1",5,"4"
"19939",5,"5","5",5,"5"
"19940",3,"3","5",5,"3"
"19941",5,"5","5",5,"5"
"19942",1,"1","1",5,"1"
"19943",4,"4","4",5,"4"
"19944",3,"3","2",2,"3"
"19945",3,"3","1",5,"3"
"19946",5,"5","5",5,"5"
"19947",4,"4","5",5,"4"
"19948",1,"1","1",5,"1"
"19949",4,"4","1",5,"4"
"19950",3,"3","4",5,"3"
"19951",2,"2","5",5,"2"
"19952",1,"1","5",5,"1"
"19953",3,"3","1",3,"3"
"19954",2,"2","5",5,"2"
"19955",3,"3","2",3,"3"
"19956",5,"5","5",5,"5"
"19957",3,"3","1",3,"3"
"19958",4,"4","5",5,"4"
"19959",3,"3","1",5,"3"
"19960",1,"1","1",5,"1"
"19961",1,"1","1",5,"1"
"19962",2,"2","1",5,"2"
"19963",2,"2","2",3,"2"
"19964",4,"4","5",5,"4"
"19965",5,"5","4",1,"5"
"19966",5,"5","5",5,"5"
"19967",3,"3","5",5,"3"
"19968",3,"3","4",3,"3"
"19969",4,"4","5",5,"4"
"19970",5,"5","5",5,"5"
"19971",4,"4","5",5,"4"
"19972",3,"3","1",3,"3"
"19973",1,"1","4",1,"1"
"19974",4,"4","4",5,"4"
"19975",2,"2","4",5,"2"
"19976",5,"5","5",5,"5"
"19977",5,"5","1",5,"4"
"19978",4,"4","1",2,"4"
"19979",2,"2","1",3,"2"
"19980",1,"1","1",3,"1"
"19981",5,"5","5",5,"5"
"19982",3,"3","3",1,"3"
"19983",2,"2","1",3,"2"
"19984",5,"5","5",5,"5"
"19985",3,"3","1",5,"3"
"19986",4,"4","1",5,"4"
"19987",1,"1","1",5,"1"
"19988",2,"2","5",5,"2"
"19989",3,"3","1",5,"3"
"19990",1,"1","2",3,"1"
"19991",5,"5","5",5,"5"
"19992",2,"2","1",3,"2"
"19993",2,"2","2",3,"2"
"19994",1,"1","1",5,"1"
"19995",5,"5","5",5,"5"
"19996",4,"4","5",1,"4"
"19997",5,"5","5",5,"5"
"19998",1,"1","2",5,"1"
"19999",1,"1","1",3,"1"
"20000",2,"2","1",5,"2"
"20001",1,"1","3",3,"1"
"20002",1,"1","1",3,"1"
"20003",4,"4","5",5,"4"
"20004",3,"3","5",5,"3"
"20005",2,"2","2",3,"2"
"20006",1,"1","5",5,"1"
"20007",1,"1","2",1,"1"
"20008",4,"4","2",2,"4"
"20009",1,"1","1",5,"1"
"20010",4,"4","1",5,"4"
"20011",5,"5","5",5,"5"
"20012",2,"2","1",3,"2"
"20013",5,"5","5",5,"5"
"20014",5,"5","5",5,"5"
"20015",5,"5","5",5,"5"
"20016",4,"4","5",5,"4"
"20017",1,"1","4",5,"1"
"20018",3,"3","5",5,"3"
"20019",2,"2","5",5,"2"
"20020",2,"2","4",5,"2"
"20021",4,"4","4",3,"4"
"20022",2,"2","2",1,"2"
"20023",2,"2","2",1,"2"
"20024",5,"5","5",5,"5"
"20025",1,"1","1",5,"1"
"20026",1,"1","1",5,"1"
"20027",5,"5","4",5,"5"
"20028",3,"3","5",5,"3"
"20029",2,"2","1",2,"2"
"20030",5,"5","5",5,"5"
"20031",3,"3","1",5,"3"
"20032",4,"4","1",5,"4"
