,test_data.respon,predRF,predC50,predSVM,predNB
3300,5,5,4,5,5
3301,4,4,4,5,5
3302,5,5,5,4,5
3303,5,5,5,5,5
3304,4,4,4,5,5
3305,2,2,2,5,4
3306,5,5,5,5,5
3307,4,4,4,3,1
3308,1,4,5,5,1
3309,5,5,5,5,5
3310,4,4,4,5,5
3311,5,5,5,5,5
3312,5,5,5,5,4
3313,5,5,5,5,5
3314,4,2,2,1,2
3315,5,5,5,5,5
3316,5,5,5,5,5
3317,5,5,5,5,5
3318,5,5,5,5,5
3319,4,4,4,5,4
3320,2,2,2,5,5
3321,5,5,5,5,5
3322,2,2,2,5,2
3323,5,5,5,5,3
3324,5,4,5,5,1
3325,5,5,5,5,5
3326,4,2,5,5,2
3327,5,5,5,5,1
3328,4,4,4,5,4
3329,5,5,5,5,5
3330,5,5,5,5,5
3331,2,5,4,5,5
3332,5,5,5,5,5
3333,4,4,4,5,5
3334,4,3,3,5,1
3335,5,5,5,5,1
3336,5,5,5,5,5
3337,5,5,5,1,5
3338,5,5,5,1,1
3339,5,5,5,5,2
3340,5,5,5,5,4
3341,4,4,4,2,2
3342,5,5,5,5,1
3343,5,5,5,5,3
3344,5,5,5,5,5
3345,5,5,5,5,5
3346,5,5,5,5,2
3347,5,3,3,5,5
3348,5,5,5,5,5
3349,5,5,5,5,2
3350,5,5,5,5,2
3351,4,4,4,3,2
3352,5,5,5,5,5
3353,5,5,5,5,5
3354,4,4,4,5,5
3355,4,3,3,1,1
3356,4,4,2,5,2
3357,5,5,5,5,5
3358,5,5,5,4,5
3359,5,5,5,5,5
3360,5,5,5,5,5
3361,4,4,4,5,5
3362,5,5,5,5,5
3363,5,5,5,5,3
3364,5,5,5,5,5
3365,5,5,5,5,5
3366,5,5,5,5,5
3367,5,5,3,5,3
3368,5,4,5,4,5
3369,5,5,5,5,5
3370,4,5,5,5,1
3371,5,5,5,5,5
3372,3,3,3,5,1
3373,4,4,4,5,5
3374,3,3,3,5,5
3375,4,5,4,1,1
3376,5,5,5,5,5
3377,5,5,5,1,5
3378,5,5,4,5,5
3379,5,5,5,5,5
3380,2,4,3,3,2
3381,1,3,3,1,1
3382,5,5,5,1,1
3383,5,5,5,5,5
3384,5,3,3,5,5
3385,5,5,5,5,1
3386,5,5,5,5,4
3387,5,5,5,5,5
3388,5,5,5,5,5
3389,1,1,3,3,1
3390,5,5,5,5,5
3391,5,5,5,1,5
3392,1,3,5,3,1
3393,1,3,5,1,1
3394,5,5,5,5,2
3395,5,5,5,5,5
3396,5,5,5,5,5
3397,5,5,5,5,5
3398,4,4,4,5,5
3399,5,5,5,5,5
3400,5,5,5,5,5
3401,5,5,4,5,2
3402,5,5,5,5,5
3403,5,5,5,5,5
3404,5,5,5,5,5
3405,5,5,5,5,5
3406,5,5,3,5,5
3407,3,5,5,5,4
3408,5,5,3,1,1
3409,5,5,3,3,1
3410,5,5,5,1,5
3411,5,5,5,5,5
3412,1,1,5,5,1
3413,2,5,5,3,1
3414,5,5,5,5,5
3415,5,5,5,5,5
3416,5,5,5,5,5
3417,4,4,4,5,5
3418,5,5,5,5,5
3419,5,5,5,5,5
3420,5,5,5,5,4
3421,5,5,3,5,1
3422,5,5,5,5,5
3423,5,5,5,5,5
3424,4,4,4,5,5
3425,5,5,5,5,5
3426,4,2,2,1,1
3427,5,5,5,5,5
3428,5,5,5,5,5
3429,5,5,5,2,5
3430,5,5,5,5,4
3431,5,5,5,5,5
3432,5,5,3,5,5
3433,3,3,2,3,1
3434,5,5,5,5,5
3435,1,5,5,3,1
3436,2,5,5,3,1
3437,5,5,5,5,5
3438,5,5,5,5,5
3439,4,3,3,1,1
3440,3,3,3,5,1
3441,5,5,5,5,5
3442,5,5,5,5,5
3443,5,5,5,5,5
3444,3,3,5,5,5
3445,5,5,5,5,5
3446,5,5,5,5,5
3447,3,5,5,5,1
3448,3,4,5,5,1
3449,3,3,3,5,2
3450,5,5,5,5,2
3451,5,5,5,5,1
3452,5,5,5,5,5
3453,4,4,4,5,5
3454,5,5,5,5,5
3455,3,2,5,5,1
3456,5,5,5,5,5
3457,5,5,5,5,5
3458,5,5,5,5,5
3459,2,4,5,5,2
3460,1,1,1,1,1
3461,5,5,5,5,5
3462,5,5,5,1,5
3463,5,5,5,5,5
3464,4,4,4,5,5
3465,5,5,5,5,5
3466,5,5,5,5,5
3467,5,5,5,5,5
3468,3,5,5,5,2
3469,5,5,5,5,5
3470,5,5,5,5,5
3471,5,5,5,5,5
3472,5,5,5,5,5
3473,5,5,5,5,5
3474,5,5,5,5,3
3475,5,5,5,5,5
3476,5,5,5,5,5
3477,5,5,5,5,5
3478,5,5,5,5,5
3479,5,5,5,5,2
3480,3,5,5,3,1
3481,5,5,5,5,1
3482,5,5,5,5,5
3483,5,5,5,1,5
3484,5,5,5,5,3
3485,5,5,5,5,5
3486,5,5,5,5,5
3487,5,5,5,5,5
3488,3,5,3,5,5
3489,5,5,5,5,5
3490,5,5,5,3,3
3491,4,5,5,5,5
3492,5,5,5,5,5
3493,5,3,4,5,5
3494,5,5,5,5,5
3495,5,5,5,5,5
3496,5,5,5,5,5
3497,5,5,5,5,5
3498,5,5,3,1,1
3499,5,5,5,5,5
3500,5,5,5,5,5
3501,5,5,5,4,3
3502,4,4,4,5,2
3503,5,5,5,5,5
3504,3,5,5,5,5
3505,4,4,2,5,5
3506,5,5,3,1,1
3507,5,5,5,4,5
3508,5,5,5,5,5
3509,4,4,4,5,4
3510,5,3,3,3,1
3511,5,5,5,5,5
3512,5,5,5,5,5
3513,5,5,5,5,5
3514,4,4,4,5,2
3515,5,5,5,5,5
3516,3,3,3,5,5
3517,5,5,5,5,5
3518,5,5,5,5,5
3519,3,5,5,1,1
3520,5,5,4,5,5
3521,4,4,4,5,5
3522,5,5,5,5,5
3523,2,2,2,3,1
3524,5,5,5,5,1
3525,5,5,5,5,5
3526,5,5,5,5,5
3527,5,5,5,5,5
3528,5,5,5,5,5
3529,5,5,5,5,5
3530,4,4,4,5,5
3531,5,5,5,5,4
3532,5,5,5,5,5
3533,3,3,3,3,1
3534,5,5,5,5,4
3535,5,5,5,5,5
3536,5,5,5,5,5
3537,5,5,5,5,5
3538,5,5,5,4,5
3539,5,5,5,5,5
3540,5,5,5,5,5
3541,5,5,5,5,5
3542,5,5,5,4,5
3543,5,5,5,5,5
3544,4,4,4,5,5
3545,2,2,4,3,1
3546,5,5,5,5,5
3547,3,1,5,3,1
3548,5,5,5,5,5
3549,5,5,5,5,5
3550,5,5,5,5,5
3551,5,5,5,5,4
3552,5,5,5,5,5
3553,5,5,5,5,5
3554,4,4,4,5,5
3555,5,5,5,5,2
3556,5,5,5,5,5
3557,5,5,5,5,5
3558,5,5,5,5,5
3559,5,5,5,5,5
3560,5,5,5,5,5
3561,5,5,5,5,5
3562,5,5,5,5,5
3563,5,5,5,5,4
3564,5,5,5,5,5
3565,5,5,5,5,5
3566,4,4,4,5,5
3567,4,4,3,5,2
3568,5,5,5,5,5
3569,4,2,2,1,1
3570,5,5,5,1,5
3571,5,5,5,5,5
3572,5,5,5,5,5
3573,5,5,5,5,2
3574,5,5,5,5,5
3575,5,5,5,5,5
3576,5,5,5,5,3
3577,4,4,4,5,5
3578,5,5,5,5,5
3579,5,5,5,5,5
3580,5,5,5,5,5
3581,5,5,5,5,5
3582,4,5,5,5,5
3583,5,5,5,5,5
3584,5,5,5,5,5
3585,5,5,3,5,5
3586,5,5,5,5,5
3587,5,5,3,3,1
3588,5,5,5,5,5
3589,5,5,5,5,5
3590,4,4,4,5,5
3591,5,5,5,5,5
3592,5,5,5,5,5
3593,3,3,3,1,2
3594,5,5,5,5,5
3595,4,4,4,5,5
3596,5,5,5,5,5
3597,5,5,5,3,5
3598,5,5,5,5,5
3599,3,5,4,1,3
3600,5,5,5,5,5
3601,5,5,5,5,5
3602,5,5,5,5,5
3603,4,5,4,5,1
3604,5,5,5,5,5
3605,5,5,5,1,5
3606,5,5,5,5,5
3607,3,3,5,5,3
3608,4,4,4,5,4
3609,5,5,4,5,2
3610,5,5,5,5,5
3611,5,5,5,5,5
3612,5,5,5,5,4
3613,5,5,5,5,5
3614,1,1,1,1,1
3615,3,3,3,1,1
3616,5,5,5,5,5
3617,4,4,4,5,2
3618,4,5,5,5,1
3619,5,5,4,3,1
3620,4,4,4,5,4
3621,5,5,5,5,5
3622,5,3,1,5,1
3623,5,5,5,5,5
3624,3,1,4,1,1
3625,5,5,5,5,5
3626,5,5,5,5,5
3627,5,5,5,5,5
3628,5,5,5,5,5
3629,5,5,5,5,5
3630,5,5,5,5,5
3631,3,3,3,5,3
3632,5,5,5,5,5
3633,5,5,5,5,5
3634,2,2,2,5,1
3635,5,5,5,5,5
3636,4,2,4,1,2
3637,5,5,5,5,5
3638,5,5,5,1,3
3639,5,5,5,5,2
3640,5,5,5,5,5
3641,5,5,5,5,5
3642,2,2,2,5,2
3643,5,5,5,5,1
3644,5,5,5,5,5
3645,5,5,5,4,5
3646,5,5,5,5,5
3647,5,5,5,5,5
3648,5,5,5,5,5
3649,5,5,5,1,5
3650,3,1,4,5,1
3651,5,5,5,5,5
3652,2,5,5,5,1
3653,4,4,5,5,5
3654,1,1,3,1,1
3655,4,4,3,5,5
3656,5,5,5,5,5
3657,5,5,5,1,3
3658,5,5,5,5,5
3659,5,5,5,5,4
3660,5,5,5,5,5
3661,3,5,5,5,5
3662,2,2,2,1,2
3663,5,5,5,5,5
3664,1,1,1,1,1
3665,5,5,5,5,5
3666,1,3,3,3,1
3667,5,5,5,5,5
3668,5,5,5,5,5
3669,3,4,4,5,1
3670,3,3,3,5,5
3671,5,5,5,4,5
3672,1,3,3,5,1
3673,4,4,4,5,5
3674,5,5,5,5,5
3675,1,3,1,5,1
3676,2,2,4,1,1
3677,5,5,5,5,5
3678,5,5,5,1,5
3679,5,5,5,5,5
3680,3,3,3,5,5
3681,5,5,2,5,5
3682,5,5,5,5,1
3683,3,5,3,1,1
3684,5,5,5,5,5
3685,5,5,5,5,5
3686,5,5,5,5,5
3687,5,5,5,5,1
3688,5,5,5,5,5
3689,5,5,5,5,2
3690,3,5,5,5,1
3691,5,5,5,5,5
3692,5,5,5,5,1
3693,5,4,2,5,1
3694,2,2,4,5,1
3695,3,3,3,5,5
3696,5,4,5,1,1
3697,5,5,5,5,5
3698,5,5,5,5,5
3699,5,5,5,5,5
3700,2,2,4,1,1
3701,4,4,4,1,1
3702,5,5,5,5,5
3703,5,5,5,5,5
3704,5,5,5,5,4
3705,5,5,5,5,5
3706,1,2,1,1,1
3707,5,5,5,5,5
3708,5,5,5,5,1
3709,5,5,5,5,5
3710,5,5,5,1,5
3711,5,5,5,5,5
3712,5,5,5,5,5
3713,5,3,5,5,1
3714,3,4,4,5,2
3715,5,5,5,5,5
3716,4,4,4,1,1
3717,4,4,2,5,2
3718,5,5,5,5,5
3719,1,5,3,5,5
3720,4,4,1,4,1
3721,5,5,5,5,3
3722,5,5,5,5,5
3723,4,2,2,1,1
3724,5,5,5,5,5
3725,3,5,5,5,1
3726,5,5,5,5,5
3727,5,5,5,5,5
3728,4,2,2,5,1
3729,5,5,5,5,4
3730,5,5,5,5,5
3731,5,5,5,5,5
3732,4,4,4,5,5
3733,5,5,5,4,4
3734,2,2,2,5,1
3735,5,5,5,5,5
3736,5,5,5,5,5
3737,5,5,5,5,5
3738,3,5,4,5,1
3739,5,5,5,5,5
3740,2,5,4,5,1
3741,3,4,4,1,1
3742,5,5,5,5,5
3743,4,5,5,5,5
3744,5,3,3,3,1
3745,5,5,5,1,2
3746,4,4,4,4,4
3747,5,5,5,5,5
3748,5,5,5,5,5
3749,5,5,5,5,5
3750,5,2,5,5,2
3751,5,5,5,3,1
3752,2,2,2,1,1
3753,5,5,5,5,5
3754,5,5,5,5,5
3755,5,5,5,5,5
3756,3,3,3,5,5
3757,3,5,1,5,1
3758,3,5,3,5,5
3759,5,5,5,5,5
3760,5,5,5,5,5
3761,5,5,5,5,5
3762,4,4,4,5,5
3763,5,5,5,5,5
3764,5,5,5,5,5
3765,4,4,4,1,1
3766,4,5,5,5,5
3767,5,5,5,5,5
3768,5,5,5,5,5
3769,5,5,5,5,5
3770,2,4,4,5,1
3771,5,5,5,5,5
3772,3,3,3,5,5
3773,5,5,5,5,5
3774,3,3,3,5,2
3775,5,5,5,5,5
3776,2,4,4,5,2
3777,5,5,5,4,5
3778,2,2,3,5,2
3779,5,5,5,5,5
3780,5,5,5,5,5
3781,5,5,5,4,3
3782,5,5,5,5,5
3783,5,5,5,5,5
3784,5,5,5,5,5
3785,4,4,4,5,5
3786,5,5,5,5,5
3787,5,5,5,5,5
3788,3,4,4,5,1
3789,2,3,4,5,1
3790,2,1,3,1,1
3791,1,3,1,3,1
3792,3,3,3,1,1
3793,5,5,5,5,5
3794,5,4,4,1,2
3795,5,5,5,5,5
3796,5,5,5,5,2
3797,5,5,5,5,5
3798,5,5,5,5,5
3799,1,4,5,5,2
3800,2,1,1,1,1
3801,5,5,5,5,4
3802,5,5,5,5,3
3803,3,5,5,5,2
3804,5,5,5,5,5
3805,5,5,5,5,5
3806,5,5,5,5,5
3807,5,5,5,5,4
3808,5,5,5,5,5
3809,5,5,5,5,1
3810,5,5,5,1,4
3811,3,3,5,5,5
3812,5,5,5,5,4
3813,5,5,5,5,5
3814,5,5,5,5,5
3815,5,5,5,5,5
3816,5,5,5,5,5
3817,5,5,5,5,5
3818,5,5,5,5,5
3819,4,4,4,1,2
3820,5,5,5,5,5
3821,5,5,5,5,2
3822,1,1,1,5,2
3823,5,5,5,1,5
3824,5,5,5,5,2
3825,5,5,5,3,1
3826,4,4,4,5,4
3827,5,5,5,5,5
3828,4,2,4,1,1
3829,4,5,1,5,1
3830,5,5,5,4,5
3831,2,2,5,5,4
3832,4,4,4,5,5
3833,1,5,1,3,1
3834,5,5,5,5,5
3835,5,5,5,5,5
3836,5,5,5,5,5
3837,5,5,5,5,5
3838,3,4,5,3,1
3839,5,4,3,5,2
3840,4,4,2,5,1
3841,5,5,5,5,2
3842,5,5,5,5,5
3843,5,5,5,5,5
3844,5,3,5,3,1
3845,3,3,3,1,3
3846,3,5,4,1,2
3847,5,5,5,5,5
3848,5,5,5,5,1
3849,5,5,5,5,5
3850,5,5,5,5,5
3851,5,5,5,5,5
3852,5,5,5,5,2
3853,5,5,5,5,5
3854,5,5,5,5,3
3855,5,5,5,5,4
3856,5,5,5,5,5
3857,5,5,5,4,4
3858,3,5,5,5,1
3859,5,5,5,5,5
3860,5,5,5,5,5
3861,5,5,5,5,5
3862,3,5,3,5,1
3863,4,4,5,5,2
3864,4,4,4,5,1
3865,2,2,2,5,5
3866,5,5,5,5,5
3867,4,4,4,3,1
3868,5,5,5,1,1
3869,5,5,5,5,2
3870,2,2,2,1,1
3871,2,2,5,5,1
3872,5,5,5,5,5
3873,5,5,5,5,4
3874,4,4,4,5,2
3875,5,3,3,5,2
3876,5,5,5,5,2
3877,4,5,5,5,5
3878,5,5,5,5,5
3879,3,2,2,1,1
3880,5,5,5,5,5
3881,5,5,5,5,5
3882,2,2,2,5,5
3883,5,5,5,5,5
3884,5,5,5,4,5
3885,5,5,5,5,1
3886,4,4,4,5,5
3887,5,5,5,5,5
3888,2,2,5,5,1
3889,5,3,5,1,1
3890,5,5,5,1,5
3891,5,5,5,5,4
3892,5,5,3,5,5
3893,4,4,5,5,5
3894,5,5,5,5,5
3895,5,5,5,5,1
3896,5,5,5,5,4
3897,5,5,5,5,4
3898,3,3,5,3,3
3899,5,5,5,5,5
3900,2,4,3,3,2
3901,5,5,5,5,5
3902,5,5,5,5,5
3903,5,5,5,5,4
3904,5,5,5,1,1
3905,1,1,1,5,1
3906,5,5,5,5,5
3907,3,3,1,3,1
3908,4,4,5,5,5
3909,5,5,5,5,1
3910,5,5,5,5,5
3911,5,5,5,3,2
3912,5,5,5,5,5
3913,5,5,5,3,3
3914,5,5,5,5,5
3915,5,5,5,5,5
3916,3,5,2,5,1
3917,5,5,5,5,5
3918,5,5,5,5,5
3919,5,5,5,5,5
3920,5,5,5,5,3
3921,3,3,3,5,5
3922,2,2,2,1,2
3923,4,4,4,5,5
3924,4,4,4,5,5
3925,5,5,5,5,5
3926,5,4,5,1,2
3927,5,5,5,3,2
3928,5,5,5,5,5
3929,4,2,4,5,2
3930,4,4,5,5,1
3931,5,5,5,5,5
3932,5,5,5,1,5
3933,5,5,5,5,5
3934,5,5,5,5,4
3935,5,5,5,2,5
3936,5,5,5,5,5
3937,5,5,5,5,5
3938,5,5,5,5,5
3939,5,5,5,5,5
3940,2,2,2,5,1
3941,5,5,5,5,5
3942,5,5,5,5,5
3943,4,4,5,5,4
3944,5,5,5,5,5
3945,5,5,5,5,5
3946,3,5,5,5,2
3947,5,5,5,5,5
3948,5,5,5,5,3
3949,3,5,5,5,1
3950,5,5,5,5,5
3951,5,5,5,5,3
3952,5,5,5,5,5
3953,3,4,4,5,1
3954,5,5,5,5,5
3955,4,4,4,5,5
3956,5,5,5,5,5
3957,5,5,5,5,5
3958,5,5,5,5,2
3959,2,3,3,5,1
3960,4,4,4,5,5
3961,3,3,3,5,5
3962,5,5,5,5,5
3963,5,5,5,5,5
3964,5,5,5,5,5
3965,5,5,5,5,5
3966,5,5,5,5,5
3967,5,3,5,5,5
3968,5,5,5,5,4
3969,2,2,5,5,1
3970,5,5,5,5,5
3971,5,5,5,5,5
3972,4,4,4,5,1
3973,5,5,5,1,1
3974,3,5,3,1,1
3975,5,5,5,5,5
3976,4,4,4,5,5
3977,3,3,3,5,5
3978,5,5,5,5,5
3979,5,5,5,5,5
3980,2,2,2,5,4
3981,5,5,5,5,5
3982,5,5,5,2,3
3983,5,5,5,5,5
3984,3,3,3,5,2
3985,5,5,5,5,5
3986,5,5,5,3,5
3987,5,5,5,5,5
3988,5,5,5,5,2
3989,5,5,5,5,5
3990,5,5,5,5,5
3991,5,5,5,5,4
3992,5,5,5,5,5
3993,5,5,5,5,5
3994,5,5,5,5,5
3995,5,5,5,5,5
3996,2,2,1,1,1
3997,3,3,1,1,1
3998,5,5,5,5,5
3999,5,5,5,5,5
4000,5,5,5,5,5
4001,5,5,5,5,5
4002,5,5,5,5,4
4003,5,5,5,5,5
4004,4,4,4,4,4
4005,5,5,5,5,5
4006,4,5,5,5,5
4007,5,5,5,5,5
4008,5,5,5,5,5
4009,5,5,5,5,5
4010,5,5,5,5,5
4011,5,5,5,5,5
4012,5,5,5,5,5
4013,5,5,5,5,5
4014,5,5,5,5,5
4015,5,5,5,5,5
4016,5,5,5,5,4
4017,5,5,5,5,5
4018,4,4,4,5,5
4019,4,5,5,5,5
4020,5,5,5,5,5
4021,5,5,5,5,5
4022,5,5,5,5,5
4023,5,5,5,5,5
4024,5,5,5,5,5
4025,5,5,5,5,5
4026,3,5,5,5,1
4027,3,2,5,5,1
4028,5,5,5,5,5
4029,5,5,5,5,5
4030,5,5,5,5,5
4031,5,5,5,5,5
4032,3,3,3,5,5
4033,5,5,5,5,5
4034,5,5,5,5,5
4035,5,5,5,5,1
4036,5,5,5,5,5
4037,4,2,1,1,1
4038,5,5,5,5,2
4039,5,5,5,5,5
4040,5,5,5,5,5
4041,4,4,4,5,4
4042,5,5,5,5,4
4043,5,5,5,5,2
4044,4,4,4,5,2
4045,5,5,5,3,2
4046,5,5,5,5,5
4047,5,5,5,5,5
4048,5,5,5,5,5
4049,5,5,5,5,5
4050,5,4,5,5,1
4051,3,5,5,5,2
4052,4,4,5,5,2
4053,5,5,4,5,3
4054,5,5,5,5,2
4055,5,5,5,5,5
4056,4,5,5,1,1
4057,2,2,2,5,4
4058,3,2,3,5,1
4059,2,5,5,5,2
4060,5,5,3,5,5
4061,5,5,5,5,2
4062,5,5,5,5,5
4063,1,3,3,5,1
4064,5,5,5,5,5
4065,3,5,5,5,2
4066,4,4,4,5,4
4067,4,4,3,5,2
4068,5,5,5,2,5
4069,4,4,5,5,2
4070,5,5,5,5,5
4071,5,5,5,5,5
4072,3,3,3,3,2
4073,5,5,5,5,5
4074,5,5,5,5,2
4075,5,5,5,5,5
4076,5,5,5,5,1
4077,2,3,1,1,1
4078,5,5,5,5,2
4079,5,5,5,5,5
4080,5,5,5,5,5
4081,5,5,5,5,5
4082,4,4,4,5,4
4083,5,5,5,5,5
4084,5,3,5,5,1
4085,3,3,3,5,4
4086,5,5,5,5,5
4087,5,5,5,5,5
4088,5,5,5,5,5
4089,5,2,3,1,1
4090,3,3,5,5,3
4091,5,5,5,5,5
4092,5,5,5,5,3
4093,5,5,5,5,5
4094,5,5,5,5,5
4095,5,5,5,5,5
4096,5,5,5,5,5
4097,5,5,5,5,5
4098,5,5,5,5,5
4099,3,4,4,5,1
4100,4,4,4,5,5
4101,5,5,5,5,4
4102,5,5,5,5,5
4103,5,5,5,5,5
4104,5,5,5,5,5
4105,5,5,5,5,5
4106,5,5,5,5,5
4107,5,5,5,5,5
4108,1,5,4,5,1
4109,5,5,5,5,5
4110,1,3,1,1,1
4111,2,2,2,5,1
4112,4,4,4,5,5
4113,5,5,5,5,5
4114,5,5,5,5,5
4115,3,5,5,5,5
4116,5,5,5,5,5
4117,2,2,5,5,4
4118,5,4,2,5,1
4119,4,4,4,5,1
4120,4,4,4,4,2
4121,3,3,3,5,5
4122,5,5,5,5,5
4123,4,4,4,5,5
4124,5,5,5,5,5
4125,4,4,4,5,2
4126,5,5,5,5,5
4127,5,5,5,5,5
4128,5,5,5,1,2
4129,5,5,2,5,2
4130,5,5,5,5,5
4131,5,5,5,5,1
4132,4,4,4,5,5
4133,3,5,3,1,1
4134,4,4,4,5,5
4135,4,4,5,5,2
4136,5,5,5,5,5
4137,4,4,4,3,1
4138,5,5,5,5,5
4139,5,5,5,5,5
4140,2,2,2,1,1
4141,5,5,5,5,5
4142,3,3,5,5,5
4143,5,5,5,5,5
4144,5,5,5,5,5
4145,4,2,2,5,1
4146,5,1,1,1,1
4147,3,5,5,5,1
4148,4,5,5,5,1
4149,5,5,5,5,5
4150,5,5,5,5,2
4151,4,5,5,5,1
4152,5,5,5,5,5
4153,3,5,5,5,1
4154,3,5,5,5,2
4155,5,5,5,5,5
4156,5,5,5,5,5
4157,5,5,5,5,5
4158,4,4,4,5,5
4159,3,5,4,5,2
4160,5,5,5,5,5
4161,5,5,5,5,5
4162,5,5,5,5,5
4163,4,4,4,5,5
4164,3,3,3,5,2
4165,3,3,3,5,3
4166,5,5,5,5,5
4167,3,3,5,5,5
4168,5,5,5,5,5
4169,5,5,3,5,2
4170,5,5,5,5,5
4171,5,5,5,5,5
4172,5,5,5,5,5
4173,2,3,5,5,2
4174,4,4,4,5,5
4175,5,5,5,5,5
4176,3,3,3,1,1
4177,5,5,5,5,5
4178,4,3,5,5,1
4179,5,5,5,5,5
4180,3,5,5,5,5
4181,5,5,5,5,5
4182,5,5,5,5,5
4183,5,5,5,5,5
4184,5,5,5,5,5
4185,3,3,5,5,3
4186,5,5,5,5,5
4187,5,5,5,5,5
4188,5,5,3,4,1
4189,2,1,1,3,1
4190,5,5,5,5,5
4191,5,5,5,1,3
4192,5,5,5,5,5
4193,5,5,3,5,5
4194,3,3,3,5,4
4195,5,5,5,5,5
4196,5,5,5,5,5
4197,5,5,5,5,5
4198,5,5,5,5,1
4199,5,5,5,5,5
4200,5,5,5,5,5
4201,5,5,5,5,5
4202,3,3,3,1,4
4203,5,5,5,4,5
4204,5,5,5,5,4
4205,4,4,4,5,2
4206,5,5,5,5,5
4207,4,4,4,5,5
4208,5,5,5,5,4
4209,5,5,5,5,5
4210,5,5,5,5,5
4211,5,5,5,5,5
4212,5,5,5,5,5
4213,5,5,5,5,5
4214,2,4,2,1,1
4215,5,5,5,5,4
4216,5,5,5,5,5
4217,4,4,4,5,4
4218,5,5,5,5,1
4219,3,5,5,3,1
4220,5,5,5,5,5
4221,5,5,5,5,5
4222,5,5,5,5,3
4223,5,5,4,5,5
4224,5,5,5,5,5
4225,5,5,5,3,1
4226,5,5,4,5,5
4227,5,5,5,5,1
4228,5,5,5,5,5
4229,1,3,2,1,1
4230,5,5,5,5,4
4231,5,5,5,5,4
4232,4,4,4,5,5
4233,5,5,5,5,5
4234,5,5,5,5,5
4235,3,3,3,1,2
4236,5,5,5,5,5
4237,5,5,5,5,5
4238,5,5,5,5,1
4239,3,5,1,5,1
4240,5,5,5,5,5
4241,5,4,4,5,2
4242,5,5,5,5,5
4243,5,5,5,5,5
4244,3,3,3,5,2
4245,5,5,5,5,1
4246,5,5,5,5,5
4247,5,5,5,5,5
4248,5,5,5,5,5
4249,2,2,5,5,1
4250,5,5,4,5,1
4251,5,5,5,5,5
4252,5,5,5,5,5
4253,2,2,2,1,1
4254,5,5,5,5,5
4255,5,5,5,5,5
4256,4,4,4,5,2
4257,4,5,5,5,5
4258,5,5,5,5,5
4259,5,5,5,5,5
4260,5,5,5,5,5
4261,5,5,5,5,4
4262,5,5,5,5,5
4263,5,5,5,5,5
4264,5,5,5,3,1
4265,5,5,5,5,5
4266,5,5,5,5,5
4267,5,5,5,5,2
4268,4,3,5,5,1
4269,5,5,5,5,5
4270,5,5,5,2,5
4271,5,5,5,5,5
4272,5,5,5,5,5
4273,1,1,1,5,3
4274,5,5,5,5,5
4275,5,5,5,5,5
4276,5,5,5,5,1
4277,5,5,5,5,5
4278,1,3,2,3,1
4279,5,5,5,5,5
4280,5,5,5,5,5
4281,5,5,5,5,5
4282,3,5,5,5,2
4283,5,5,5,5,1
4284,5,5,5,5,4
4285,5,3,2,1,1
4286,5,5,3,5,5
4287,5,5,4,5,5
4288,5,5,5,5,4
4289,4,4,5,1,1
4290,4,4,4,5,5
4291,5,5,5,5,5
4292,5,5,5,5,5
4293,5,5,5,5,5
4294,4,2,5,5,1
4295,5,5,5,5,5
4296,5,5,5,5,5
4297,5,5,5,5,5
4298,5,5,5,5,5
4299,5,5,5,5,5
4300,5,5,5,5,5
4301,5,5,5,5,5
4302,5,5,5,5,5
4303,4,3,4,5,1
4304,5,5,5,5,5
4305,5,5,5,5,1
4306,5,5,5,5,5
4307,1,3,1,3,1
4308,4,4,4,4,2
4309,5,5,5,5,4
4310,5,5,1,1,1
4311,5,5,5,5,5
4312,5,5,5,5,5
4313,3,5,5,5,5
4314,5,2,4,1,1
4315,5,5,3,5,2
4316,5,5,5,5,1
4317,3,3,3,5,2
4318,1,3,3,1,1
4319,5,5,5,5,5
4320,5,5,5,5,5
4321,5,5,5,5,5
4322,4,4,5,5,2
4323,3,3,5,3,1
4324,5,5,5,5,5
4325,5,5,5,5,5
4326,2,2,2,5,3
4327,5,5,5,5,5
4328,5,5,5,5,2
4329,5,5,5,5,5
4330,5,5,5,5,5
4331,4,5,5,1,1
4332,5,5,5,5,5
4333,5,5,5,1,5
4334,5,5,5,5,5
4335,4,4,4,5,5
4336,3,3,2,1,1
4337,5,5,5,5,5
4338,5,5,5,5,5
4339,5,5,5,5,5
4340,5,5,5,5,5
4341,5,5,5,5,5
4342,5,5,5,4,3
4343,5,5,5,5,4
4344,4,4,4,5,5
4345,5,5,5,5,5
4346,3,3,3,5,5
4347,5,5,5,5,5
4348,5,5,5,5,5
4349,5,5,5,5,4
4350,5,5,5,5,5
4351,5,5,5,5,5
4352,5,5,5,5,5
4353,2,2,2,3,2
4354,5,5,5,5,3
4355,5,5,5,5,5
4356,5,5,5,5,1
4357,5,5,5,5,5
4358,5,5,5,5,3
4359,5,5,5,5,5
4360,5,5,5,5,1
4361,5,5,5,5,5
4362,5,5,5,5,5
4363,5,5,5,5,5
4364,5,5,5,5,5
4365,5,5,5,5,5
4366,5,5,5,5,5
4367,4,4,4,3,2
4368,5,5,5,5,5
4369,4,4,4,5,4
4370,5,5,5,5,5
4371,5,5,5,3,1
4372,5,5,5,5,5
4373,5,5,5,5,1
4374,5,5,5,5,5
