origin,translation,score original word,score for translation quality-Yulis,Awan,Dika,x-times,prop #translated (x times),prop #translated (x times),vote up,Propotion of vote up,vote down,score,min,max,mean,median,std,time-needed,,,,,,,,
socio-economic infrastructure repairs,memperbaiki infrastruktur sosial ekonomi,,,,,1,"2,945",,1,"0,5",1,0,16.338,16.338,16.338,16.338,0,[16.338000000000001],,,,,,,,
socio-economic recovery,pemulihan sosial ekonomi,,,,,5,"14,725",,8,1,0,8,9.779,17.883,123.842,11.462,288.216.359,"[10.472000000000001, 11.462, 9.7789999999999999, 17.882999999999999, 12.324999999999999]",,,,,,,,
socio-economic recovery,pemulihan sosial-ekonomi,,,,,4,"11,780",,8,1,0,8,9.467,39.299,26.729,29.075,1.082.582.533,"[30.024999999999999, 39.298999999999999, 28.125, 9.4670000000000005]",,,,,,,,
socio-economic recovery,pemulihan sosio ekonomi,,,,,2,"5,890",,4,1,0,4,10.831,16.514,136.725,136.725,28.415,"[10.831, 16.513999999999999]",,,,,,,,
socio-economic recovery,perbaikan sosial ekonomi,,,,,2,"5,890",,4,1,0,4,19.232,33.724,26.478,26.478,7.246,"[19.231999999999999, 33.724000000000004]",,,,,,,,
socio-economic recovery,pemulihan sosio-ekonomi,,,,,1,"2,945",,2,1,0,2,28.371,28.371,28.371,28.371,0,[28.370999999999999],,,,,,,,
socio-economic recovery,pemulihan sosioekonomi,,,,,1,"2,945",,2,1,0,2,15.957,15.957,15.957,15.957,0,[15.957000000000001],,,,,,,,
sociocultural variability,keanekaragaman sosial budaya,,,,,2,"5,890",,4,1,0,4,26.102,71.537,488.195,488.195,227.175,"[26.101999999999997, 71.536999999999992]",,,,,,,,
sociocultural variability,keragaman sosiokultural,,,,,1,"2,945",,2,1,0,2,13.824,13.824,13.824,13.824,0,[13.824000000000002],,,,,,,,
sociocultural variability,variabilitas sosial budaya,,,,,1,"2,945",,2,1,0,2,12.764,12.764,12.764,12.764,0,[12.764000000000001],,,,,,,,
sociocultural variability,keragaman sosial budaya,,,,,1,"2,945",,2,1,0,2,14.899,14.899,14.899,14.899,0,[14.899000000000001],,,,,,,,
sociocultural variability,variasi sosial budaya,,,,,1,"2,945",,2,1,0,2,14.761,14.761,14.761,14.761,0,[14.760999999999999],,,,,,,,
sociocultural variability,keberagaman kebudayaan sosial,,,,,1,"2,945",,1,1,0,1,16.009,16.009,16.009,16.009,0,[16.009],,,,,,,,
sociocultural variability,perubahan sosial budaya,,,,,1,"2,945",,1,1,0,1,62.416,62.416,62.416,62.416,0,[62.416000000000004],,,,,,,,
sociocultural variability,variabilitas sosial-budaya,,,,,1,"2,945",,1,1,0,1,18.716,18.716,18.716,18.716,0,[18.715999999999998],,,,,,,,
sociocultural variability,diversitas sosiokultural,,,,,1,"2,945",,1,"0,5",1,0,65.608,65.608,65.608,65.608,0,[65.608000000000004],,,,,,,,
sociocultural variability,variabilitas sosial buday,,,,,1,"2,945",,0,0,1,-1,41.834,41.834,41.834,41.834,0,[41.833999999999996],,,,,,,,
socioeconomic development,pembangunan sosial ekonomi,,,,,5,"14,725",,10,1,0,10,6.685,31.629,159.558,13.203,8.666.679.627,"[31.629000000000001, 17.986000000000001, 10.276, 6.6849999999999996, 13.202999999999999]",,,,,,,,
socioeconomic development,perkembangan sosioekonomi,,,,,4,"11,780",,8,1,0,8,7.583,16.749,1.125.875,103.515,3.528.994.218,"[7.5829999999999993, 16.749000000000002, 11.854000000000001, 8.8490000000000002]",,,,,,,,
socioeconomic development,pengembangan sosial ekonomi,,,,,1,"2,945",,2,1,0,2,9.39,9.39,9.39,9.39,0,[9.3900000000000006],,,,,,,,
socioeconomic development,perkembangan sosioekonomis,,,,,1,"2,945",,2,1,0,2,5.707,5.707,5.707,5.707,0,[5.7070000000000007],,,,,,,,
socioeconomic development,pembangunan sosioekonomi,,,,,1,"2,945",,2,1,0,2,23.563,23.563,23.563,23.563,0,[23.563000000000002],,,,,,,,
socioeconomic development,pengembangan sosioekonomi,,,,,1,"2,945",,1,1,0,1,11.865,11.865,11.865,11.865,0,[11.865],,,,,,,,
socioeconomic environment,lingkungan sosial ekonomi,,,,,4,"11,780",,8,1,0,8,6.861,14.174,9.035,75.525,2.989.998.913,"[7.891, 14.174000000000001, 6.8610000000000007, 7.2139999999999995]",,,,,,,,
socioeconomic environment,lingkungan sosial-ekonomi,,,,,3,"8,835",,6,1,0,6,19.988,42.113,3.134.633.333,31.938,9.042.177.405,"[42.113, 31.938000000000002, 19.988]",,,,,,,,
socioeconomic environment,lingkungan sosioekonomi,,,,,3,"8,835",,5,1,0,5,9.645,19.061,1.283.566.667,9.801,4.402.436.093,"[9.8010000000000002, 9.6449999999999996, 19.061]",,,,,,,,
socioeconomic environment,lingkungan sosio ekonomi,,,,,2,"5,890",,4,1,0,4,7.682,12.959,103.205,103.205,26.385,"[7.6820000000000004, 12.959000000000001]",,,,,,,,
socioeconomic environment,lingkungan sosio-ekonomi,,,,,1,"2,945",,2,1,0,2,28.158,28.158,28.158,28.158,0,[28.158000000000001],,,,,,,,
socioeconomic environment,lingkungan ekonomi sosial,,,,,1,"2,945",,2,1,0,2,15.855,15.855,15.855,15.855,0,[15.855],,,,,,,,
soil degradation,degradasi tanah,,,,,11,"32,394",,20,1,0,20,4.939,36.733,1.455.218.182,10.715,9.864.516.279,"[11.020999999999999, 9.2679999999999989, 10.715, 11.072000000000001, 9.7270000000000003, 36.733000000000004, 32.195999999999998, 7.2370000000000001, 4.9390000000000001, 17.376999999999999, 9.7889999999999997]",,,,,,,,
soil degradation,penurunan kualitas tanah,,,,,3,"8,835",,5,"833,333,333",1,4,9.598,86.935,38.506,18.985,3.445.823.533,"[86.935000000000002, 18.984999999999999, 9.597999999999999]",,,,,,,,
soil degradation,penurunan tanah,,,,,1,"2,945",,2,1,0,2,54.645,54.645,54.645,54.645,0,[54.645000000000003],,,,,,,,
soil degradation,pengurangan tanah,,,,,1,"2,945",,2,1,0,2,15.088,15.088,15.088,15.088,0,[15.087999999999999],,,,,,,,
soil degradation,pengikisan tanah,,,,,1,"2,945",,2,1,0,2,17.747,17.747,17.747,17.747,0,[17.747],,,,,,,,
soil degradation,kerusakan tanah,,,,,1,"2,945",,0,0,1,-1,9.34,9.34,9.34,9.34,0,[9.3399999999999999],,,,,,,,
soldier,tentara,,,,,10,"29,449",,19,1,0,19,3.083,21.924,81.606,60.355,5.341.850.863,"[6.641, 3.0830000000000002, 8.9979999999999993, 5.0089999999999995, 3.8210000000000002, 21.923999999999999, 9.2029999999999994, 4.9319999999999995, 5.4299999999999997, 12.565]",,,,,,,,
soldier,prajurit,,,,,3,"8,835",,5,1,0,5,6.276,"436,805,556",8.485.333.333,9.29,1.581.321.248,"[9.2899999999999991, 9.8900000000000006, 6.2759999999999998]",,,,,,,,
solid waste,limbah padat,,,,,16,"47,118",,30,1,0,30,5.119,67.434,1.697.025,12.566,1.528.717.483,"[6.2420000000000009, 7.2570000000000006, 5.1189999999999998, 67.433999999999997, 14.890000000000001, 19.062999999999999, 6.4489999999999998, 10.242000000000001, 33.366, 25.241999999999997, 8.6020000000000003, 16.539999999999999, 22.508000000000003, 6.024, 16.524000000000001, 6.0220000000000002]",,,,,,,,
solid waste,sampah padat,,,,,3,"8,835",,6,1,0,6,6.276,14.11,8.988.333.333,6.579,3.623.677.169,"[14.109999999999999, 6.5789999999999997, 6.2759999999999998]",,,,,,,,
solid waste,limbah padar,,,,,1,"2,945",,0,0,2,-2,23.928,23.928,23.928,23.928,0,[23.928000000000001],,,,,,,,
someone captured,seseorang tertangkap,,,,,5,"14,725",,9,1,0,9,7.292,26.076,152.276,11.128,7.003.106.414,"[11.128, 10.970999999999998, 26.076000000000001, 7.2920000000000007, 20.670999999999999]",,,,,,,,
someone captured,seseorang menangkap,,,,,5,"14,725",,9,1,0,9,8.286,23.548,141.518,12.236,5.312.281.709,"[12.235999999999999, 15.936, 8.2859999999999996, 10.753, 23.548000000000002]",,,,,,,,
someone captured,seseorang ditangkap,,,,,3,"8,835",,6,1,0,6,6.859,48.393,2.300.066.667,"59,375",1.817.414.674,"[13.75, 48.393000000000001, 6.859]",,,,,,,,
someone captured,seseorang yang tertangkap,,,,,1,"2,945",,1,1,0,1,6.614,6.614,6.614,6.614,0,[6.6139999999999999],,,,,,,,
someone captured,bidikan seseorang,,,,,1,"2,945",,0,0,2,-2,10.778,10.778,10.778,10.778,0,[10.777999999999999],,,,,,,,
sorely needed,sangat dibutuhkan,,,,,11,"32,394",,22,1,0,22,6.916,92.591,21.15,13.894,2.313.157.734,"[13.894, 19.492000000000001, 17.417999999999999, 6.9160000000000004, 9.8460000000000001, 7.9260000000000002, 13.279999999999999, 92.591000000000008, 23.096, 18.684000000000001, 9.5069999999999997]",,,,,,,,
sorely needed,sangat diperlukan,,,,,2,"5,890",,4,1,0,4,21.356,24.426,22.891,22.891,1.535,"[21.355999999999998, 24.425999999999998]",,,,,,,,
sorely needed,amat dibutuhkan,,,,,1,"2,945",,2,1,0,2,16.102,16.102,16.102,16.102,0,[16.102],,,,,,,,
sorely needed,dibutuhkan,,,,,1,"2,945",,1,"0,5",1,0,13.398,13.398,13.398,13.398,0,[13.398],,,,,,,,
sorrow,kesedihan,,,,,15,"44,174",,28,"965,517,241",1,27,3.598,68.385,2.014.686.667,12.01,1.781.900.992,"[7.7889999999999997, 44.520000000000003, 4.9930000000000003, 19.245999999999999, 68.385000000000005, 6.6890000000000001, 10.917, 42.265000000000001, 18.007999999999999, 3.5980000000000003, 8.0289999999999999, 12.1, 7.7679999999999998, 27.881, 20.015000000000001]",,,,,,,,
sorrow,sedih,,,,,1,"2,945",,2,1,0,2,4.215,4.215,4.215,4.215,0,[4.2149999999999999],,,,,,,,
sorrow,kepedihan,,,,,1,"2,945",,2,1,0,2,4.588,4.588,4.588,4.588,0,[4.5880000000000001],,,,,,,,
sorrow,kesedihan yang mendalam,,,,,1,"2,945",,2,1,0,2,11.222,11.222,11.222,11.222,0,[11.222000000000001],,,,,,,,
sorrow,derita,,,,,1,"2,945",,1,1,0,1,3.009,3.009,3.009,3.009,0,[3.0089999999999999],,,,,,,,
sorrow,duka,,,,,1,"2,945",,1,1,0,1,59.243,59.243,59.243,59.243,0,[59.243000000000002],,,,,,,,
southeast asia,asia tenggara,,,,,14,"41,229",,26,1,0,26,3.527,46.083,14.104,88.835,1.218.896.436,"[17.434000000000001, 8.3689999999999998, 3.5269999999999997, 6.8099999999999996, 3.9560000000000004, 25.510999999999999, 25.973000000000003, 3.6120000000000001, 4.2619999999999996, 9.3979999999999997, 6.0710000000000006, 9.6600000000000001, 46.082999999999998, 26.789999999999999]",,,,,,,,
southeast asia,"asia tenggara, asean",,,,,1,"2,945",,2,1,0,2,7.702,7.702,7.702,7.702,0,[7.7020000000000008],,,,,,,,
specialist services,layanan spesialis,,,,,6,"17,669",,12,1,0,12,3.853,31.357,1.478.116.667,114.445,9.771.978.176,"[7.6389999999999993, 23.263000000000002, 31.356999999999999, 7.3250000000000002, 3.8530000000000002, 15.25]",,,,,,,,
specialist services,layanan ahli,,,,,4,"11,780",,8,1,0,8,14.636,75.828,36.756,28.28.00,2.385.518.195,"[20.641999999999999, 14.635999999999999, 75.828000000000003, 35.917999999999999]",,,,,,,,
specialist services,pelayanan spesialis,,,,,4,"11,780",,7,875,1,6,6.525,16.33,1.102.975,10.632,3.506.286.167,"[11.119000000000002, 10.145, 6.5250000000000004, 16.329999999999998]",,,,,,,,
specialist services,jasa spesialis,,,,,2,"5,890",,4,1,0,4,9.458,11.204,10.331,10.331,"60,625","[9.4580000000000002, 11.204000000000001]",,,,,,,,
specialist services,layanan khusus,,,,,1,"2,945",,2,1,0,2,5.772,5.772,5.772,5.772,0,[5.7720000000000002],,,,,,,,
specialist services,spesialis pelayanan,,,,,1,"2,945",,2,1,0,2,16.762,16.762,16.762,16.762,0,[16.762],,,,,,,,
specialist services,pelayanan-pelayanan spesialis,,,,,1,"2,945",,2,1,0,2,23.506,23.506,23.506,23.506,0,[23.506],,,,,,,,
specialist services,jasa khusus,,,,,1,"2,945",,2,1,0,2,17.134,17.134,17.134,17.134,0,[17.134],,,,,,,,
specialized care,perawatan khusus,,,,,8,"23,559",,16,1,0,16,7.528,91.754,22.180.875,102.265,27.175.146,"[9.1110000000000007, 12.109999999999999, 7.5279999999999996, 7.5360000000000005, 8.3379999999999992, 11.342000000000001, 91.753999999999991, 29.728000000000002]",,,,,,,,
specialized care,layanan khusus,,,,,2,"5,890",,4,1,0,4,7.077,11.588,93.325,93.325,22.555,"[7.0770000000000008, 11.587999999999999]",,,,,,,,
specialized care,pelayanan khusus,,,,,2,"5,890",,3,1,0,3,38.053,91.651,64.852,64.852,26.799,"[38.053000000000004, 91.65100000000001]",,,,,,,,
specialized care,perawatan yang dikhusukan,,,,,1,"2,945",,2,1,0,2,19.523,19.523,19.523,19.523,0,[19.523],,,,,,,,
specialized care,perawatan spesialis,,,,,1,"2,945",,2,1,0,2,7.926,7.926,7.926,7.926,0,[7.9260000000000002],,,,,,,,
specialized care,perawatan spesial,,,,,1,"2,945",,2,1,0,2,13.328,13.328,13.328,13.328,0,[13.327999999999999],,,,,,,,
specific actors,aktor tertentu,,,,,5,"14,725",,8,"888,888,889",1,7,4.506,50.719,304.844,39.021,2.035.832.881,"[50.718999999999994, 7.7429999999999994, 50.433, 39.021000000000001, 4.5060000000000002]",,,,,,,,
specific actors,aktor spesifik,,,,,2,"5,890",,4,1,0,4,4.621,5.41,50.155,50.155,"2,739,583,333","[5.4100000000000001, 4.6210000000000004]",,,,,,,,
specific actors,pelaku spesifik,,,,,1,"2,945",,2,1,0,2,13.646,13.646,13.646,13.646,0,[13.645999999999999],,,,,,,,
specific actors,pelaku tertentu,,,,,1,"2,945",,2,1,0,2,14.935,14.935,14.935,14.935,0,[14.935],,,,,,,,
specific actors,pemeran pria tertentu,,,,,1,"2,945",,1,1,0,1,34.805,34.805,34.805,34.805,0,[34.805],,,,,,,,
specific actors,aktor-aktor spesifik,,,,,1,"2,945",,1,"0,5",1,0,10.695,10.695,10.695,10.695,0,[10.695],,,,,,,,
specific actors,pemeran spesifik,,,,,1,"2,945",,1,"0,5",1,0,13.154,13.154,13.154,13.154,0,[13.154000000000002],,,,,,,,
specific actors,aktor - aktor khusus,,,,,1,"2,945",,0,0,1,-1,7.554,7.554,7.554,7.554,0,[7.5539999999999994],,,,,,,,
specific group,kelompok spesifik,,,,,4,"11,780",,7,1,0,7,7.545,18.068,106.045,84.025,4.323.435.122,"[7.5449999999999999, 8.3460000000000001, 18.067999999999998, 8.4589999999999996]",,,,,,,,
specific group,kelompok tertentu,,,,,4,"11,780",,5,1,0,5,5.974,36.801,173.985,134.095,1.247.844.202,"[6.9270000000000005, 36.801000000000002, 5.9740000000000002, 19.891999999999999]",,,,,,,,
specific group,kelompok khusus,,,,,1,"2,945",,2,1,0,2,7.861,7.861,7.861,7.861,0,[7.8610000000000007],,,,,,,,
specific group,grup tertentu,,,,,1,"2,945",,2,1,0,2,9.868,9.868,9.868,9.868,0,[9.8680000000000003],,,,,,,,
specific group,grup-grup spesifik,,,,,1,"2,945",,2,1,0,2,9.03,9.03,9.03,9.03,0,[9.0299999999999994],,,,,,,,
specific programmatic actions,tindakan program tertentu,,,,,4,"11,780",,5,"833,333,333",1,4,12.846,31.88,20.782,19.201,8.210.821.122,"[12.845999999999998, 25.466999999999999, 12.935, 31.879999999999999]",,,,,,,,
specific programmatic actions,aksi spesifik terprogram,,,,,2,"5,890",,4,1,0,4,33.078,113.056,73.067,73.067,39.989,"[113.056, 33.078000000000003]",,,,,,,,
specific programmatic actions,tindakan terprogram spesifik,,,,,2,"5,890",,3,1,0,3,10.007,83.756,468.815,468.815,368.745,"[83.756, 10.007]",,,,,,,,
specific programmatic actions,tindakan program spesifik,,,,,2,"5,890",,3,"0,75",1,2,14.389,42.307,28.348,28.348,13.959,"[14.389000000000001, 42.306999999999995]",,,,,,,,
specific programmatic actions,rencana tindakan khusus,,,,,1,"2,945",,2,1,0,2,113.66,113.66,113.66,113.66,0,[113.66],,,,,,,,
specific programmatic actions,tindakan program yang spesifik,,,,,1,"2,945",,2,1,0,2,72.048,72.048,72.048,72.048,0,[72.048000000000002],,,,,,,,
specific programmatic actions,tindakan berbasis program tertentu,,,,,1,"2,945",,2,1,0,2,43.607,43.607,43.607,43.607,0,[43.606999999999999],,,,,,,,
specific programmatic actions,aksi terprogram spesifik,,,,,1,"2,945",,2,1,0,2,63.264,63.264,63.264,63.264,0,[63.263999999999996],,,,,,,,
specific programmatic actions,aksi programatik spesifik,,,,,1,"2,945",,2,1,0,2,27.885,27.885,27.885,27.885,0,[27.885000000000002],,,,,,,,
specific programmatic actions,aksi-aksi programatis yang spesifik,,,,,1,"2,945",,2,1,0,2,8.47,8.47,8.47,8.47,0,[8.4700000000000006],,,,,,,,
specific programmatic actions,tindakan yang diprogram secara spesifik,,,,,1,"2,945",,2,1,0,2,39.498,39.498,39.498,39.498,0,[39.498000000000005],,,,,,,,
specific programmatic actions,kegiatan khusus yang terprogram,,,,,1,"2,945",,2,1,0,2,27.671,27.671,27.671,27.671,0,[27.670999999999999],,,,,,,,
splattered,berceceran,,,,,10,"29,449",,18,"947,368,421",1,17,9.722,23.38,156.214,149.385,3.433.128.171,"[9.7220000000000013, 14.847999999999999, 15.245999999999999, 13.295999999999999, 15.029000000000002, 23.379999999999999, 18.300000000000001, 14.577999999999999, 13.914999999999999, 17.899999999999999]",,,,,,,,
splattered,dipercikkan,,,,,2,"5,890",,4,1,0,4,11.899,31.931,21.915,21.915,10.016,"[31.930999999999997, 11.899000000000001]",,,,,,,,
splattered,percikan,,,,,1,"2,945",,2,1,0,2,66.452,66.452,66.452,66.452,0,[66.451999999999998],,,,,,,,
splattered,terciprat,,,,,1,"2,945",,2,1,0,2,7.571,7.571,7.571,7.571,0,[7.5710000000000006],,,,,,,,
splattered,tercecer,,,,,1,"2,945",,2,1,0,2,38.002,38.002,38.002,38.002,0,[38.001999999999995],,,,,,,,
splattered,berserakan,,,,,1,"2,945",,2,1,0,2,11.417,11.417,11.417,11.417,0,[11.417],,,,,,,,
splattered,berhamburan,,,,,1,"2,945",,2,1,0,2,12.732,12.732,12.732,12.732,0,[12.732000000000001],,,,,,,,
splattered,terhambur,,,,,1,"2,945",,2,1,0,2,24.458,24.458,24.458,24.458,0,[24.458000000000002],,,,,,,,
splattered,terpercik,,,,,1,"2,945",,1,1,0,1,21.431,21.431,21.431,21.431,0,[21.430999999999997],,,,,,,,
sportswear,pakaian olahraga,,,,,13,"38,284",,24,1,0,24,5.499,48.874,1.543.092.308,9.655,1.257.483.861,"[9.5850000000000009, 6.6379999999999999, 9.6549999999999994, 6.1399999999999997, 10.323, 32.054000000000002, 16.780999999999999, 7.7670000000000003, 5.4989999999999997, 7.3620000000000001, 11.648, 28.276, 48.873999999999995]",,,,,,,,
sportswear,pakaian olah raga,,,,,2,"5,890",,4,1,0,4,7.48,11.072,9.276,9.276,1.796,"[11.072000000000001, 7.4800000000000004]",,,,,,,,
sportswear,baju olahraga,,,,,1,"2,945",,2,1,0,2,4.048,4.048,4.048,4.048,0,[4.048],,,,,,,,
sportswear,olahraga,,,,,1,"2,945",,1,"0,5",1,0,8.209,8.209,8.209,8.209,0,[8.2089999999999996],,,,,,,,
stakeholders,pemegang saham,,,,,4,"11,780",,7,875,1,6,4.373,16.141,1.076.075,112.645,5.324.488.913,"[4.3730000000000002, 15.909000000000001, 16.140999999999998, 6.6200000000000001]",,,,,,,,
stakeholders,pemangku kepentingan,,,,,2,"5,890",,4,1,0,4,10.244,57.692,33.968,33.968,23.724,"[10.244000000000002, 57.692]",,,,,,,,
stakeholders,semua yang berkepentingan,,,,,1,"2,945",,2,1,0,2,17.625,17.625,17.625,17.625,0,[17.625],,,,,,,,
stakeholders,yang berkepentingan,,,,,1,"2,945",,2,1,0,2,7.288,7.288,7.288,7.288,0,[7.2879999999999994],,,,,,,,
stakeholders,pemilik kepentingan,,,,,1,"2,945",,2,1,0,2,19.371,19.371,19.371,19.371,0,[19.370999999999999],,,,,,,,
stakeholders,pemegang kebijakan,,,,,1,"2,945",,1,"0,5",1,0,8.697,8.697,8.697,8.697,0,[8.697000000000001],,,,,,,,
stakeholders,stakeholders,,,,,1,"2,945",,0,0,1,-1,18.395,18.395,18.395,18.395,0,[18.395],,,,,,,,
stakeholders,pemilik,,,,,1,"2,945",,0,0,2,-2,10.01,10.01,10.01,10.01,0,[10.1],,,,,,,,
standard and protocols,standar dan protokol,,,,,13,"38,284",,22,"956,521,739",1,21,6.289,36.249,1.394.853.846,10.831,8.348.024.102,"[14.468, 6.2889999999999997, 9.6129999999999995, 19.241, 6.8120000000000003, 8.8510000000000009, 22.421999999999997, 36.249000000000002, 6.8279999999999994, 20.631999999999998, 7.2709999999999999, 10.831, 11.824000000000002]",,,,,,,,
standard and protocols,protokol dan standar,,,,,1,"2,945",,2,1,0,2,18.223,18.223,18.223,18.223,0,[18.222999999999999],,,,,,,,
standard and protocols,standar,,,,,1,"2,945",,0,0,1,-1,21.804,21.804,21.804,21.804,0,[21.804000000000002],,,,,,,,
standard operating procedures (sops),prosedur operasi standar,,,,,6,"17,669",,10,1,0,10,13.832,56.888,2.910.966.667,224.545,1.605.069.372,"[15.184000000000001, 56.888000000000005, 17.922999999999998, 13.832000000000001, 26.986000000000001, 43.844999999999999]",,,,,,,,
standard operating procedures (sops),prosedur operasional standar,,,,,2,"5,890",,4,1,0,4,16.945,37.609,27.277,27.277,10.332,"[37.609000000000002, 16.945]",,,,,,,,
standard operating procedures (sops),standar prosedur operasional,,,,,1,"2,945",,2,1,0,2,24.545,24.545,24.545,24.545,0,[24.545000000000002],,,,,,,,
standard operating procedures (sops),standar operasional prosedur (sop),,,,,1,"2,945",,2,1,0,2,24.744,24.744,24.744,24.744,0,[24.744],,,,,,,,
standard operating procedures (sops),prosedur operatif terstandar,,,,,1,"2,945",,2,1,0,2,23.905,23.905,23.905,23.905,0,[23.905000000000001],,,,,,,,
standard operating procedures (sops),prosedur standar operasional,,,,,1,"2,945",,2,1,0,2,31.91,31.91,31.91,31.91,0,[31.91],,,,,,,,
standard operating procedures (sops),prosedur standar operasi,,,,,1,"2,945",,1,"0,5",1,0,14.227,14.227,14.227,14.227,0,[14.227],,,,,,,,
staple food stock,stok makanan pokok,,,,,7,"20,614",,14,1,0,14,8.845,39.01.00,2.188.442.857,15.625,1.219.664.264,"[8.9619999999999997, 29.058000000000003, 37.866, 15.625, 39.009999999999998, 13.824999999999999, 8.8450000000000006]",,,,,,,,
staple food stock,persediaan makanan pokok,,,,,5,"14,725",,10,1,0,10,9.972,44.943,241.968,21.517,1.263.627.306,"[9.9720000000000013, 30.966999999999999, 13.585000000000001, 21.516999999999999, 44.943000000000005]",,,,,,,,
staple food stock,penyimpanan bahan makanan pokok,,,,,1,"2,945",,2,1,0,2,46.692,46.692,46.692,46.692,0,[46.692],,,,,,,,
staple food stock,kebutuhan makanan pokok,,,,,1,"2,945",,2,1,0,2,11.18,11.18,11.18,11.18,0,[11.18],,,,,,,,
staple food stock,jumlah makanan pokok,,,,,1,"2,945",,1,"0,5",1,0,11.607,11.607,11.607,11.607,0,[11.607000000000001],,,,,,,,
staple foods,makanan pokok,,,,,14,"41,229",,28,1,0,28,4.526,29.951,1.348.678.571,110.935,7.842.799.046,"[7.8620000000000001, 5.6150000000000002, 20.274000000000001, 26.831999999999997, 9.1400000000000006, 5.4110000000000005, 18.117999999999999, 29.951000000000001, 19.649000000000001, 11.140000000000001, 4.5259999999999998, 11.047000000000001, 11.52, 7.7300000000000004]",,,,,,,,
staple foods,bahan pangan pokok,,,,,1,"2,945",,2,1,0,2,"255,555,556","255,555,556","255,555,556","255,555,556",0,[5.6799999999999997],,,,,,,,
staple foods,makanan staple,,,,,1,"2,945",,0,0,2,-2,6.804,6.804,6.804,6.804,0,[6.8039999999999994],,,,,,,,
staple grains,butiran pokok,,,,,6,"17,669",,9,"0,75",3,6,9.818,52.927,2.378.316.667,18.211,1.425.022.451,"[18.672000000000001, 9.8179999999999996, 17.75, 28.954999999999998, 14.577, 52.927]",,,,,,,,
staple grains,biji-bijian utuh,,,,,1,"2,945",,2,1,0,2,31.464,31.464,31.464,31.464,0,[31.464000000000002],,,,,,,,
staple grains,biji-bijian untuk makanan pokok,,,,,1,"2,945",,2,1,0,2,70.334,70.334,70.334,70.334,0,[70.334000000000003],,,,,,,,
staple grains,biji-bijian makanan pokok,,,,,1,"2,945",,2,1,0,2,13.811,13.811,13.811,13.811,0,[13.811],,,,,,,,
staple grains,biji-bijian pokok,,,,,1,"2,945",,2,1,0,2,16.42,16.42,16.42,16.42,0,[16.420000000000002],,,,,,,,
staple grains,makanan pokok,,,,,1,"2,945",,2,1,0,2,17.345,17.345,17.345,17.345,0,[17.344999999999999],,,,,,,,
staple grains,bahan makanan pokok,,,,,1,"2,945",,1,"0,5",1,0,14.552,14.552,14.552,14.552,0,[14.552],,,,,,,,
staple grains,nan,,,,,1,"2,945",,0,0,0,0,"1,125","1,125","1,125","1,125",0,[0.16200000000000001],,,,,,,,
staple grains,pokok butir,,,,,1,"2,945",,1,"0,5",1,0,21.364,21.364,21.364,21.364,0,[21.364000000000001],,,,,,,,
staple grains,tanaman pangan pokok,,,,,1,"2,945",,1,"0,5",1,0,74.367,74.367,74.367,74.367,0,[74.367000000000004],,,,,,,,
stay strong,tetap kuat,,,,,12,"35,339",,24,1,0,24,3.625,25.116,8.898,74.255,5.676.613.559,"[7.6859999999999999, 25.116, 6.5999999999999996, 10.127000000000001, 3.625, 4.0289999999999999, 3.9060000000000001, 10.319000000000001, 13.904999999999999, 7.165, 5.9740000000000002, 8.3239999999999998]",,,,,,,,
stay strong,tetaplah kuat,,,,,5,"14,725",,9,1,0,9,5.217,32.28.00,17.332,13.989,907.834.996,"[5.2170000000000005, 13.989000000000001, 32.280000000000001, 13.677999999999999, 21.495999999999999]",,,,,,,,
stay strong,bertahanlah,,,,,2,"5,890",,2,1,0,2,6.17,9.633,79.015,79.015,17.315,"[9.6329999999999991, 6.1699999999999999]",,,,,,,,
stay strong,tetap bertahan,,,,,1,"2,945",,2,1,0,2,5.871,5.871,5.871,5.871,0,[5.8710000000000004],,,,,,,,
stay strong,semangat,,,,,1,"2,945",,1,"0,5",1,0,16.46,16.46,16.46,16.46,0,[16.460000000000001],,,,,,,,
steel structures,struktur baja,,,,,16,"47,118",,27,1,0,27,6.181,117.282,220.764.375,12.394,2.661.002.387,"[8.0990000000000002, 12.196, 117.28200000000001, 12.895, 6.6420000000000003, 22.066999999999997, 17.699000000000002, 6.181, 7.6670000000000007, 49.185000000000002, 12.592000000000001, 11.789999999999999, 21.656999999999996, 24.690999999999999, 11.487, 11.093]",,,,,,,,
steel structures,struktur besi,,,,,2,"5,890",,2,"666,666,667",1,1,3.057,26.955,15.006,15.006,11.949,"[3.0569999999999999, 26.954999999999998]",,,,,,,,
steel structures,rangka baja,,,,,1,"2,945",,2,1,0,2,12.435,12.435,12.435,12.435,0,[12.435],,,,,,,,
steel structures,kerangka baja,,,,,1,"2,945",,2,1,0,2,11.674,11.674,11.674,11.674,0,[11.674000000000001],,,,,,,,
steel structures,stuktur dari besi,,,,,1,"2,945",,1,"0,5",1,0,10.804,10.804,10.804,10.804,0,[10.804],,,,,,,,
steel ties,ikatan baja,,,,,7,"20,614",,12,1,0,12,6.311,35.782,1.542.671.429,13.212,9.189.633.379,"[6.3109999999999999, 18.617000000000001, 15.362, 35.781999999999996, 10.902000000000001, 13.212, 7.8010000000000002]",,,,,,,,
