source-word,target-word,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
affected,berdampak,21,306.108,14.5765714286,11.076,39,1.85714285714,2.0,1,0.047619047619,0.0,1,8,21,7,1,1.04761904762,10.4761904762,14,1,11,1.75884271284,1,19.441,19.441,19.441,2,2.0,2.0,0,0.0,0.0,1,9,1,0,9,0.412037037037,3.0,4.0
emotionally wrenching,merenggangkan emosi,14,386.326,27.5947142857,25.935,25,1.78571428571,2.0,3,0.214285714286,0.0,2,21,14,8,2,2.64285714286,22.4285714286,6,3,26,2.55665670746,1,41.287,41.287,41.287,2,2.0,2.0,0,0.0,0.0,2,19,1,0,18,0.522974101921,1.0,2.0
crop preferences,preferenci tanaman,12,366.344,30.5286666667,23.8765,19,1.58333333333,2.0,3,0.25,0.0,2,16,12,7,1,2.08333333333,17.5833333333,5,2,18,2.45082579452,1,22.087,22.087,22.087,1,1.0,1.0,1,1.0,1.0,2,18,1,0,14,0.593518518519,3.0,1.0
nonemergencies,bukan keadaan darurat,13,395.688,30.4375384615,22.702,22,1.69230769231,2.0,3,0.230769230769,0.0,1,14,13,9,1,2.61538461538,17.3846153846,4,2,13,2.93120894891,1,96.228,96.228,96.228,2,2.0,2.0,0,0.0,0.0,3,21,1,0,18,0.452380952381,3.0,5.0
high-severity risk,risiko parah,14,353.596,25.2568571429,19.7025,24,1.71428571429,2.0,0,0.0,0.0,2,18,14,10,1,2.78571428571,20.2142857143,3,2,15,3.12808527889,1,6.776,6.776,6.776,2,2.0,2.0,0,0.0,0.0,2,12,1,0,15,0.5,3.0,4.0
manufactured goods,komoditas,14,273.846,19.5604285714,19.134,22,1.57142857143,2.0,3,0.214285714286,0.0,2,18,14,9,1,2.14285714286,19.0,4,2,24,2.95021206491,1,10.328,10.328,10.328,0,0.0,0.0,2,2.0,2.0,1,9,1,0,16,0.472222222222,3.0,1.0
macroeconomic impacts,dampak pada ekonomi makro,16,197.648,12.353,11.74,30,1.875,2.0,1,0.0625,0.0,2,21,16,6,2,2.6875,19.8125,6,2,19,2.23345859334,1,15.354,15.354,15.354,2,2.0,2.0,0,0.0,0.0,4,25,1,0,17,0.544920634921,2.0,5.0
help affected,akibat bantuan,12,286.544,23.8786666667,16.3835,18,1.5,1.5,4,0.333333333333,0.0,2,13,12,11,1,2.75,21.0,2,4,28,3.41829583405,1,7.234,7.234,7.234,2,2.0,2.0,0,0.0,0.0,2,14,1,0,13,0.370573870574,1.0,3.0
community-based,kemasyarakatan,21,364.718,17.3675238095,12.501,38,1.80952380952,2.0,1,0.047619047619,0.0,1,15,21,10,1,2.0,19.1428571429,7,2,18,2.80845433093,1,14.814,14.814,14.814,2,2.0,2.0,0,0.0,0.0,1,14,1,0,13,0.434126984127,3.0,2.0
rights and legislative,hak dan legislatief,11,218.029,19.8208181818,16.608,18,1.63636363636,2.0,2,0.181818181818,0.0,3,22,11,3,1,3.0,18.4545454545,9,3,18,0.865856617457,1,34.854,34.854,34.854,0,0.0,0.0,1,1.0,1.0,3,19,1,0,9,0.71062599681,3.0,5.0
increase in high intensity rainfall,peningkatan intensitas curah hujan,18,516.033,28.6685,24.183,31,1.72222222222,2.0,4,0.222222222222,0.0,5,35,18,12,3,4.72222222222,36.3333333333,4,3,23,3.28103611255,1,39.445,39.445,39.445,2,2.0,2.0,0,0.0,0.0,4,34,1,0,25,0.644421101774,3.0,5.0
youth-led intra communal activities,kegiatan komunitas pemuda,14,569.374,40.6695714286,31.97,17,1.21428571429,1.0,9,0.642857142857,0.5,4,35,14,12,4,5.42857142857,39.0,3,7,48,3.46772010047,1,67.24,67.24,67.24,1,1.0,1.0,1,1.0,1.0,3,25,1,0,26,0.609724310777,,2.0
supply chains,rantai perbekalan,19,320.154,16.8502105263,11.991,31,1.63157894737,2.0,4,0.210526315789,0.0,2,13,19,6,1,2.0,14.2631578947,13,2,14,1.6107845484,1,29.93,29.93,29.93,1,1.0,1.0,1,1.0,1.0,2,17,1,0,15,0.426244343891,3.0,2.0
efforts,usaha-usaha,15,164.645,10.9763333333,7.357,25,1.66666666667,2.0,3,0.2,0.0,1,7,15,5,1,1.0,5.66666666667,10,1,5,1.55893853235,1,11.158,11.158,11.158,2,2.0,2.0,0,0.0,0.0,1,11,1,0,10,0.411255411255,3.0,5.0
innermost feelings,perasaan paling terdalam,10,237.878,23.7878,19.136,20,2.0,2.0,0,0.0,0.0,2,18,10,5,2,2.4,19.2,6,2,17,1.77095059445,1,5.564,5.564,5.564,2,2.0,2.0,0,0.0,0.0,3,24,1,0,20,0.5382996633,3.0,5.0
recovered durable shelter,tempat tinggal rekoverasi yang tahan,12,507.681,42.30675,35.41,21,1.75,2.0,2,0.166666666667,0.0,3,25,12,11,2,5.33333333333,36.5833333333,2,5,34,3.41829583405,1,55.274,55.274,55.274,0,0.0,0.0,1,1.0,1.0,5,36,1,0,30,0.482962962963,2.0,1.0
explosion caught,terdapat ledakan,6,96.944,16.1573333333,10.3905,9,1.5,1.5,2,0.333333333333,0.0,2,16,6,6,1,2.16666666667,17.3333333333,1,3,23,2.58496250072,1,10.884,10.884,10.884,1,1.0,1.0,0,0.0,0.0,2,16,1,0,15,0.472222222222,1.0,3.0
medical care,layanan medis,17,274.298,16.1351764706,10.502,33,1.94117647059,2.0,0,0.0,0.0,2,12,17,7,1,1.94117647059,15.5882352941,9,2,15,2.1739731346,1,10.537,10.537,10.537,2,2.0,2.0,0,0.0,0.0,2,13,1,0,11,0.463675213675,3.0,5.0
Planned temporary settlements,ganti rugi sementara yang terencana,11,278.927,25.357,23.085,19,1.72727272727,2.0,2,0.181818181818,0.0,3,29,11,10,2,3.72727272727,33.7272727273,2,3,29,,1,13.069,13.069,13.069,2,2.0,2.0,0,0.0,0.0,5,35,1,0,25,0.60986950134,,3.0
community based child protection mechanisms (CBCPM),mekaniame perlindungan anak berbasis komunitas,13,464.283,35.7140769231,21.731,23,1.76923076923,2.0,1,0.0769230769231,0.0,6,51,13,6,3,5.07692307692,46.8461538462,5,5,47,,1,87.284,87.284,87.284,1,1.0,1.0,0,0.0,0.0,5,46,1,0,41,0.620800447341,,5.0
customs facilities,fasilitas wajib,18,342.547,19.0303888889,11.9425,25,1.38888888889,1.0,8,0.444444444444,0.0,2,18,18,11,2,2.44444444444,17.4444444444,6,3,19,3.22109725006,1,7.803,7.803,7.803,1,1.0,1.0,1,1.0,1.0,2,15,1,0,15,0.607407407407,3.0,1.0
uncovered,terungkap,21,417.858,19.898,16.325,34,1.61904761905,2.0,3,0.142857142857,0.0,1,9,21,10,1,1.28571428571,10.9047619048,10,1,10,2.61997071093,1,8.538,8.538,8.538,2,2.0,2.0,0,0.0,0.0,1,9,1,0,9,0.481481481481,3.0,5.0
hazard area,daerah rawan,17,179.646,10.5674117647,8.668,32,1.88235294118,2.0,0,0.0,0.0,2,11,17,6,1,2.0,13.7058823529,5,2,14,2.52494497508,1,5.613,5.613,5.613,2,2.0,2.0,0,0.0,0.0,2,12,1,0,9,0.744949494949,2.0,5.0
waste management,manajemen limbah,12,290.926,24.2438333333,14.489,22,1.83333333333,2.0,0,0.0,0.0,2,16,12,6,1,2.0,17.5,5,2,18,2.221251836,1,14.799,14.799,14.799,2,2.0,2.0,0,0.0,0.0,2,16,1,0,12,0.583333333333,3.0,4.0
public shelters,tempat penampungan publik,21,532.755,25.3692857143,14.947,34,1.61904761905,2.0,3,0.142857142857,0.0,2,15,21,16,1,2.66666666667,20.8571428571,5,3,23,3.74423930495,1,14.11,14.11,14.11,2,2.0,2.0,0,0.0,0.0,3,25,1,0,23,0.377777777778,3.0,5.0
appropriate technology,tekhnologi tepat guna,23,463.781,20.1643913043,12.237,42,1.82608695652,2.0,4,0.173913043478,0.0,2,22,23,9,2,2.86956521739,19.7826086957,8,3,21,2.74060156295,1,34.56,34.56,34.56,2,2.0,2.0,0,0.0,0.0,3,21,1,0,19,0.538961038961,3.0,5.0
capacity building,kapasitas sebuah bangunan,16,221.501,13.8438125,12.329,28,1.75,2.0,3,0.1875,0.0,2,17,16,8,1,2.0625,20.0,6,2,21,2.60845859334,1,15.366,15.366,15.366,2,2.0,2.0,0,0.0,0.0,3,25,1,0,15,0.662745098039,3.0,1.0
humanitarian country teams (HCT),kelompok kemanusiaan negara,10,338.664,33.8664,22.293,17,1.7,2.0,2,0.2,0.0,4,32,10,6,1,3.4,25.6,5,3,22,,1,14.686,14.686,14.686,2,2.0,2.0,0,0.0,0.0,3,27,1,0,29,0.583038307916,,5.0
toilet,tempat buang air,20,199.126,9.9563,8.332,37,1.85,2.0,1,0.05,0.0,1,6,20,5,0,1.65,9.2,9,2,11,1.81288762152,1,8.366,8.366,8.366,2,2.0,2.0,0,0.0,0.0,3,16,1,0,14,0.5625,3.0,5.0
deadly tornado,angin topan yang mematikan,17,332.0,19.5294117647,14.226,27,1.58823529412,2.0,2,0.117647058824,0.0,2,14,17,11,2,3.11764705882,22.0588235294,5,3,22,3.1692486957,1,25.968,25.968,25.968,2,2.0,2.0,0,0.0,0.0,4,26,1,0,22,0.542124542125,3.0,5.0
transportation plan,rencana perhubungan,18,279.637,15.5353888889,9.5,34,1.88888888889,2.0,0,0.0,0.0,2,19,18,5,1,2.0,20.5555555556,13,2,20,1.3862740939,1,11.886,11.886,11.886,2,2.0,2.0,0,0.0,0.0,2,19,1,0,15,0.550877192982,3.0,5.0
referral services,layanan penunjukkan,17,480.292,28.2524705882,20.27,31,1.82352941176,2.0,1,0.0588235294118,0.0,2,17,17,5,2,2.0,15.3529411765,13,2,15,1.2577148215,1,96.102,96.102,96.102,2,2.0,2.0,0,0.0,0.0,2,19,1,0,17,0.398606811146,3.0,4.0
cash for work,"gaji, dibayar tunai",17,314.508,18.5004705882,13.33,25,1.47058823529,2.0,7,0.411764705882,0.0,3,13,17,15,0,2.64705882353,15.4705882353,2,1,4,3.8521687236,1,13.92,13.92,13.92,2,2.0,2.0,0,0.0,0.0,3,19,1,0,15,0.506072874494,1.0,3.0
epidemic measures,pengukuran epidemi,20,554.484,27.7242,19.325,33,1.65,2.0,6,0.3,0.0,2,17,17,13,2,2.0,16.15,3,2,15,3.61780968437,1,35.985,35.985,35.985,1,1.0,1.0,1,1.0,1.0,2,18,1,0,16,0.581263616558,1.0,1.0
handwashing facilities,fasilitas pencucian tangan,16,236.569,14.7855625,11.475,27,1.6875,2.0,1,0.0625,0.0,2,22,16,9,2,3.125,22.125,8,3,21,2.5,1,11.609,11.609,11.609,2,2.0,2.0,0,0.0,0.0,3,26,1,0,21,0.597358197358,3.0,5.0
trade for rural farmers,penawaran untuk petani di desa,13,391.146,30.0881538462,25.759,24,1.84615384615,2.0,0,0.0,0.0,4,23,13,8,2,4.15384615385,31.1538461538,4,4,33,2.71929452567,1,55.739,55.739,55.739,2,2.0,2.0,0,0.0,0.0,5,30,1,0,24,0.557246376812,1.0,5.0
aid management,pengelolaan bantuan bencana,19,345.453,18.1817368421,13.529,34,1.78947368421,2.0,2,0.105263157895,0.0,2,14,19,6,1,2.05263157895,18.1578947368,10,2,17,1.88851059643,1,13.529,13.529,13.529,2,2.0,2.0,0,0.0,0.0,3,27,1,0,20,0.561552028219,3.0,5.0
anthropogenic hazards,bahaya secara antropologis,9,168.11,18.6788888889,14.842,17,1.88888888889,2.0,0,0.0,0.0,2,21,9,5,2,2.66666666667,23.7777777778,5,2,19,1.87996494873,1,15.422,15.422,15.422,2,2.0,2.0,0,0.0,0.0,3,26,1,0,22,0.566544566545,2.0,2.0
The search and rescue (SAR),pencarian dan penyelamat,16,368.892,23.05575,17.467,28,1.75,2.0,2,0.125,0.0,5,27,16,6,1,3.25,24.5,8,3,26,,1,16.784,16.784,16.784,2,2.0,2.0,0,0.0,0.0,3,24,1,0,19,0.564814814815,,5.0
rockslide,tanah longsir,17,266.02,15.6482352941,11.651,30,1.76470588235,2.0,4,0.235294117647,0.0,1,9,17,5,1,1.88235294118,12.4117647059,8,2,14,1.96981578243,1,4.106,4.106,4.106,0,0.0,0.0,2,2.0,2.0,2,13,1,0,12,0.458689458689,3.0,5.0
total destruction,penghancural total,19,241.748,12.7235789474,10.72,32,1.68421052632,2.0,2,0.105263157895,0.0,2,17,19,11,2,2.0,16.3157894737,7,2,16,3.13935387217,1,11.766,11.766,11.766,2,2.0,2.0,0,0.0,0.0,2,18,1,0,17,0.547930283224,3.0,5.0
flood victims,korban-korban banjir,18,128.065,7.11472222222,6.186,34,1.88888888889,2.0,0,0.0,0.0,2,13,18,3,1,2.11111111111,14.5,16,2,13,0.614369445887,1,9.494,9.494,9.494,2,2.0,2.0,0,0.0,0.0,2,20,1,0,18,0.502564102564,3.0,5.0
micronutrients,zat gizi mikro,16,259.333,16.2083125,12.2305,27,1.6875,2.0,3,0.1875,0.0,1,14,16,7,1,1.25,12.0,8,1,12,2.20281953111,1,73.757,73.757,73.757,1,1.0,1.0,0,0.0,0.0,3,14,1,0,14,0.357142857143,3.0,5.0
case treatment,pemulihan kasus,19,439.241,23.1179473684,19.415,31,1.63157894737,2.0,3,0.157894736842,0.0,2,14,19,10,1,2.15789473684,16.8421052632,8,2,16,2.73451238175,1,8.092,8.092,8.092,2,2.0,2.0,0,0.0,0.0,2,15,1,0,15,0.430158730159,3.0,1.0
reinsurance contracts,kontrak-kontrak reasuransi,18,449.643,24.9801666667,19.21,31,1.72222222222,2.0,2,0.111111111111,0.0,2,21,18,9,2,2.33333333333,20.2222222222,10,2,18,2.32440939317,1,48.436,48.436,48.436,2,2.0,2.0,0,0.0,0.0,2,26,1,0,21,0.592185592186,1.0,3.0
curative measures,pengukuran kuratif,12,294.363,24.53025,16.072,19,1.58333333333,2.0,3,0.25,0.0,2,17,12,9,2,2.16666666667,17.75,3,2,16,3.02205520887,1,12.764,12.764,12.764,1,1.0,1.0,0,0.0,0.0,2,18,1,0,17,0.471677559913,3.0,1.0
business continuity plan,perencanaan kelanjutan bisnis,22,349.179,15.8717727273,13.855,40,1.81818181818,2.0,3,0.136363636364,0.0,3,24,22,11,1,3.04545454545,27.5909090909,7,3,28,2.86119255233,1,39.155,39.155,39.155,1,1.0,1.0,1,1.0,1.0,3,29,1,0,24,0.522030651341,3.0,5.0
entrapped,terjebak,13,205.989,15.8453076923,12.569,24,1.84615384615,2.0,1,0.0769230769231,0.0,1,9,13,4,1,1.0,10.4615384615,8,1,12,1.4885252949,3,70.481,23.4936666667,25.631,5,1.66666666667,2.0,1,0.333333333333,0.0,1,8,3,0,8,0.593518518519,3.0,5.0
humanitarian country teams (HCT),tim kebencanaan dalam negeri,10,338.664,33.8664,22.293,17,1.7,2.0,2,0.2,0.0,4,32,10,6,1,3.4,25.6,5,3,22,,1,43.163,43.163,43.163,2,2.0,2.0,0,0.0,0.0,4,28,1,0,26,0.55593487395,,3.0
disaster-resistant water supply system,sistem penyediaan air yang tahan terhadap bencana,12,351.005,29.2504166667,24.797,21,1.75,2.0,1,0.0833333333333,0.0,4,38,12,11,3,5.33333333333,36.5,2,5,32,3.41829583405,1,28.582,28.582,28.582,2,2.0,2.0,0,0.0,0.0,7,49,1,0,38,0.589366272825,3.0,5.0
economic downturn,penurunan nilai ekonomi,13,194.593,14.9686923077,8.916,25,1.92307692308,2.0,1,0.0769230769231,0.0,2,17,13,4,2,2.07692307692,17.5384615385,10,2,17,1.14511041438,1,30.221,30.221,30.221,2,2.0,2.0,0,0.0,0.0,3,23,1,0,19,0.481138107417,3.0,3.0
nutrition-related morbidity,nutrisi untuk orang yang mundah sakit,13,505.841,38.9108461538,24.538,21,1.61538461538,2.0,2,0.153846153846,0.0,2,27,13,11,2,3.84615384615,29.3846153846,3,3,26,3.33467914105,1,86.389,86.389,86.389,1,1.0,1.0,1,1.0,1.0,6,37,1,0,26,0.59832381401,3.0,1.0
engineering technique,tehnik teknik,22,624.19,28.3722727273,22.773,23,1.04545454545,1.0,18,0.818181818182,1.0,2,21,22,14,2,1.95454545455,14.0,5,2,15,3.53377125606,1,18.009,18.009,18.009,1,1.0,1.0,1,1.0,1.0,2,13,1,0,14,0.582112332112,3.0,1.0
responders killed,penolong terbunuh,21,674.332,32.111047619,17.293,35,1.66666666667,2.0,4,0.190476190476,0.0,2,17,21,13,1,2.28571428571,18.4761904762,8,2,18,3.15422218468,1,44.708,44.708,44.708,2,2.0,2.0,0,0.0,0.0,2,17,1,0,15,0.464985994398,1.0,5.0
pastoral communities,kelompok keagamaan,18,429.082,23.8378888889,18.023,29,1.61111111111,2.0,5,0.277777777778,0.0,2,20,18,11,2,1.94444444444,17.8333333333,6,2,18,3.08604861231,1,8.717,8.717,8.717,2,2.0,2.0,0,0.0,0.0,2,18,1,0,19,0.551851851852,2.0,3.0
climate-related disaster risks,resiko bencana akibat iklim,19,419.646,22.0866315789,18.23,30,1.57894736842,2.0,3,0.157894736842,0.0,3,30,19,10,2,4.42105263158,31.4736842105,7,4,28,2.79258622637,1,15.788,15.788,15.788,2,2.0,2.0,0,0.0,0.0,4,27,1,0,25,0.551851851852,3.0,4.0
compassion,rasa haru,13,268.512,20.6547692308,17.828,19,1.46153846154,2.0,6,0.461538461538,0.0,1,10,13,5,1,1.76923076923,9.84615384615,8,2,11,1.70043971814,1,24.933,24.933,24.933,2,2.0,2.0,0,0.0,0.0,2,9,1,0,9,0.474074074074,3.0,2.0
single-family shelters,tempat penampungan untuk satu keluarga,9,231.301,25.7001111111,25.741,17,1.88888888889,2.0,0,0.0,0.0,2,22,9,6,2,4.0,33.2222222222,4,4,35,2.28103611255,1,35.641,35.641,35.641,2,2.0,2.0,0,0.0,0.0,5,38,1,0,31,0.481525784157,1.0,3.0
national authority for disaster management,otoritas nasional untuk manajeman bencana,17,365.299,21.4881764706,17.455,28,1.64705882353,2.0,3,0.176470588235,0.0,5,42,17,8,4,4.76470588235,40.0,8,5,41,2.39599887053,1,21.68,21.68,21.68,1,1.0,1.0,0,0.0,0.0,5,41,1,0,33,0.680859965282,3.0,5.0
devastating,merugikan,16,322.331,20.1456875,17.92,27,1.6875,2.0,1,0.0625,0.0,1,11,16,7,1,1.25,13.0,10,1,13,1.9237949407,1,14.028,14.028,14.028,2,2.0,2.0,0,0.0,0.0,1,9,1,0,9,0.51936026936,3.0,1.0
preparedness activities system,sistem kesiapan aktivitas,19,469.552,24.7132631579,16.331,31,1.63157894737,2.0,5,0.263157894737,0.0,3,30,19,12,3,2.94736842105,26.7894736842,6,3,29,3.22109725006,1,23.28,23.28,23.28,2,2.0,2.0,0,0.0,0.0,3,25,1,0,23,0.674970760234,3.0,3.0
reported explosion,ledakan laporan,17,290.827,17.1074705882,10.159,29,1.70588235294,2.0,2,0.117647058824,0.0,2,18,17,5,2,2.64705882353,20.2352941176,12,3,23,1.43925401721,1,70.811,70.811,70.811,1,1.0,1.0,0,0.0,0.0,2,15,1,0,13,0.534259259259,3.0,3.0
civil authorities,kebijakan sipil,18,375.633,20.8685,12.174,26,1.44444444444,1.5,6,0.333333333333,0.0,2,17,18,11,2,2.11111111111,15.1666666667,7,2,14,2.96706475398,1,5.377,5.377,5.377,1,1.0,1.0,1,1.0,1.0,2,15,1,0,13,0.473202614379,2.0,3.0
sustainable development goals,tujuan pengembangan yang berkelanjutan,17,458.41,26.9652941176,19.172,32,1.88235294118,2.0,1,0.0588235294118,0.0,3,29,17,4,2,3.05882352941,32.5294117647,12,3,32,1.51578958417,1,58.688,58.688,58.688,2,2.0,2.0,0,0.0,0.0,4,38,1,0,32,0.595583787054,3.0,5.0
land tenure,pemilikan tanah,18,562.468,31.2482222222,23.121,27,1.5,1.5,2,0.111111111111,0.0,2,11,18,7,1,2.16666666667,16.4444444444,9,2,17,2.14051805628,1,115.7,115.7,115.7,2,2.0,2.0,0,0.0,0.0,2,15,1,0,11,0.558152958153,3.0,3.0
water supply and treatment,persediaan air dan perawatan,13,449.356,34.5658461538,20.064,25,1.92307692308,2.0,1,0.0769230769231,0.0,4,26,13,12,2,4.0,28.0769230769,2,4,29,3.54659356429,1,14.742,14.742,14.742,2,2.0,2.0,0,0.0,0.0,4,28,1,0,22,0.616408101702,3.0,5.0
ocean wave barriers,pembatas ombak laut,14,373.576,26.684,25.8125,27,1.92857142857,2.0,1,0.0714285714286,0.0,3,19,14,9,1,2.92857142857,21.3571428571,5,3,23,2.83523774531,1,14.411,14.411,14.411,2,2.0,2.0,0,0.0,0.0,3,19,1,0,16,0.483709273183,3.0,5.0
downturn,memutar ke bawah,18,443.476,24.6375555556,16.6705,30,1.66666666667,2.0,5,0.277777777778,0.0,1,8,18,7,1,1.66666666667,14.4444444444,7,1,9,2.4387439204,1,27.267,27.267,27.267,0,0.0,0.0,2,2.0,2.0,3,16,1,0,14,0.409722222222,3.0,3.0
home-based,dari rumah,15,403.183,26.8788666667,17.035,24,1.6,2.0,5,0.333333333333,0.0,1,10,15,8,1,1.73333333333,11.8666666667,7,2,14,2.46345829865,1,9.291,9.291,9.291,2,2.0,2.0,0,0.0,0.0,2,10,1,0,10,0.4,3.0,5.0
major fire,api besar,15,150.769,10.0512666667,7.987,30,2.0,2.0,0,0.0,0.0,2,10,15,5,0,2.06666666667,14.5333333333,11,2,15,1.36997407527,1,7.919,7.919,7.919,2,2.0,2.0,0,0.0,0.0,2,9,1,0,9,0.531481481481,3.0,5.0
interfaith organisation,organisasi antara agama,14,242.882,17.3487142857,14.0595,24,1.71428571429,2.0,3,0.214285714286,0.0,2,23,14,9,2,3.21428571429,26.3571428571,4,3,22,2.95021206491,1,14.279,14.279,14.279,2,2.0,2.0,0,0.0,0.0,3,23,1,0,20,0.55629877369,3.0,4.0
breaking news,berita utama,23,444.856,19.3415652174,14.225,42,1.82608695652,2.0,2,0.0869565217391,0.0,2,13,23,11,1,1.95652173913,13.2173913043,8,2,14,2.80574565152,1,7.763,7.763,7.763,2,2.0,2.0,0,0.0,0.0,2,12,1,0,10,0.542735042735,3.0,3.0
life heart,kehidupan hati,10,146.78,14.678,14.4525,12,1.2,1.0,7,0.7,1.0,2,10,10,6,0,2.0,14.4,4,2,17,2.32192809489,1,19.058,19.058,19.058,0,0.0,0.0,2,2.0,2.0,2,14,1,0,11,0.565079365079,1.0,3.0
private disaster risk reduction investment,pribadi yang rusak akan mengakibatkan pengurangan investasi,12,461.539,38.4615833333,28.228,21,1.75,2.0,2,0.166666666667,0.0,5,42,12,9,4,5.5,46.6666666667,4,5,43,2.91829583405,1,78.755,78.755,78.755,0,0.0,0.0,2,2.0,2.0,7,59,1,0,39,0.629808985741,3.0,1.0
continuous improvement,pengembangan yang terus menerus,24,662.363,27.5984583333,23.0035,43,1.79166666667,2.0,0,0.0,0.0,2,22,24,14,2,2.45833333333,25.3333333333,5,2,23,3.56977383503,1,17.645,17.645,17.645,2,2.0,2.0,0,0.0,0.0,4,31,1,0,25,0.541882848334,3.0,5.0
hazard monitoring,meninjau bahaya,20,403.2,20.16,13.8865,38,1.9,2.0,2,0.1,0.0,2,17,20,8,2,2.15,18.0,8,2,17,2.44144607117,1,8.572,8.572,8.572,2,2.0,2.0,0,0.0,0.0,2,15,1,0,17,0.417647058824,3.0,3.0
graciously donated,disumbangkan dengan penuh syukur,15,644.315,42.9543333333,28.764,24,1.6,2.0,2,0.133333333333,0.0,2,18,15,13,2,2.93333333333,23.5333333333,2,1,8,3.64022392894,1,86.801,86.801,86.801,1,1.0,1.0,1,1.0,1.0,4,32,1,0,27,0.500105218855,3.0,3.0
mudslide,longsoran lumpur,19,436.683,22.9833157895,16.113,37,1.94736842105,2.0,1,0.0526315789474,0.0,1,8,19,4,1,2.0,13.3157894737,15,2,13,1.05827704323,1,17.049,17.049,17.049,2,2.0,2.0,0,0.0,0.0,2,16,1,0,14,0.291666666667,3.0,5.0
sustained recovery,perbaikn,17,396.798,23.3410588235,18.189,28,1.64705882353,2.0,3,0.176470588235,0.0,2,18,17,4,2,2.23529411765,23.8823529412,11,2,23,1.37841885272,1,6.595,6.595,6.595,0,0.0,0.0,2,2.0,2.0,1,8,1,0,16,0.500925925926,3.0,1.0
help flood,membantu kebanjiran,16,198.83,12.426875,10.008,24,1.5,2.0,5,0.3125,0.0,2,10,16,8,0,2.0625,15.25,5,2,15,2.64939747035,1,4.659,4.659,4.659,1,1.0,1.0,0,0.0,0.0,2,19,1,0,17,0.435087719298,1.0,3.0
climate-related disaster risks,bahaya bencana yang berhubungan dengan iklim,19,419.646,22.0866315789,18.23,30,1.57894736842,2.0,3,0.157894736842,0.0,3,30,19,10,2,4.42105263158,31.4736842105,7,4,28,2.79258622637,1,24.014,24.014,24.014,1,1.0,1.0,0,0.0,0.0,6,44,1,0,37,0.473698523699,3.0,5.0
good nutrition,nutrisi bagus,14,164.489,11.7492142857,9.4225,26,1.85714285714,2.0,1,0.0714285714286,0.0,2,14,14,6,1,2.5,13.7857142857,5,3,17,2.26380917388,1,8.866,8.866,8.866,1,1.0,1.0,0,0.0,0.0,2,13,1,0,12,0.53663003663,3.0,5.0
long-term consequences,akibat jangka panjang,18,241.917,13.4398333333,10.796,34,1.88888888889,2.0,1,0.0555555555556,0.0,2,22,18,4,1,2.94444444444,24.2222222222,12,3,26,1.40467847306,3,28.915,9.63833333333,8.609,5,1.66666666667,2.0,1,0.333333333333,0.0,3,21,3,0,20,0.408369408369,3.0,5.0
tolerable,toleransi,19,299.987,15.7887894737,11.127,29,1.52631578947,2.0,7,0.368421052632,0.0,1,9,19,9,1,1.73684210526,13.1578947368,7,2,17,2.68732306847,1,11.127,11.127,11.127,0,0.0,0.0,1,1.0,1.0,1,9,1,0,3,0.777777777778,3.0,5.0
typhoons,badai,17,203.445,11.9673529412,7.558,31,1.82352941176,2.0,2,0.117647058824,0.0,1,8,17,6,1,1.58823529412,8.70588235294,8,2,11,1.99277810746,1,2.248,2.248,2.248,1,1.0,1.0,1,1.0,1.0,1,5,1,0,8,0.0,3.0,3.0
preservation,pengawetan,17,380.977,22.4104117647,18.212,31,1.82352941176,2.0,2,0.117647058824,0.0,1,12,17,7,1,1.05882352941,11.6470588235,8,1,11,2.46132014021,1,11.216,11.216,11.216,2,2.0,2.0,0,0.0,0.0,1,10,1,0,8,0.644444444444,3.0,5.0
donate cross,subsidi silang,14,245.355,17.5253571429,15.4435,20,1.42857142857,1.0,5,0.357142857143,0.0,2,12,14,11,1,2.21428571429,17.0714285714,3,2,13,3.32486295762,1,10.835,10.835,10.835,2,2.0,2.0,0,0.0,0.0,2,14,1,0,13,0.488095238095,1.0,3.0
flood toll,banjir,12,269.169,22.43075,19.3175,17,1.41666666667,1.5,6,0.5,0.0,2,10,12,2,0,1.66666666667,10.6666666667,8,2,13,1.37878349349,4,85.954,21.4885,23.08,3,0.75,1.0,4,1.0,1.0,1,6,4,0,10,0.0,1.0,1.0
public awareness raising,peningkatan penyadaran masyarakat,20,517.18,25.859,24.2365,34,1.7,2.0,6,0.3,0.0,3,24,20,14,2,2.95,30.45,4,3,32,3.58418371978,1,25.576,25.576,25.576,2,2.0,2.0,0,0.0,0.0,3,33,1,0,25,0.550144300144,1.0,5.0
