username,source-word,target-word,user_point,user_is_male,user_is_female,user_is_age_0,user_is_age_15,user_is_age_20,user_is_age_25,user_is_age_30,user_is_age_35,user_is_age_40,user_languages,user_number_duration_played,user_mean_duration_played,user_median_duration_played,user_total_duration_played,user_number_time_to_translate,user_mean_time_to_translate,user_median_time_to_translate,user_total_time_to_translate,user_number_time_to_alternate,user_mean_time_to_alternate,user_median_time_to_alternate,user_total_time_to_alternate,user_number_time_to_vote_up,user_mean_time_to_vote_up,user_median_time_to_vote_up,user_total_time_to_vote_up,user_number_time_to_vote_down,user_mean_time_to_vote_down,user_median_time_to_vote_down,user_total_time_to_vote_down,user_number_time_to_categorize,user_mean_time_to_categorize,user_median_time_to_categorize,user_total_time_to_categorize,user_number_skip_translate,user_mean_skip_translate,user_median_skip_translate,user_total_skip_translate,user_number_skip_alternate,user_mean_skip_alternate,user_median_skip_alternate,user_total_skip_alternate,user_number_skip_vote,user_mean_skip_vote,user_median_skip_vote,user_total_skip_vote,user_number_skip_categorize,user_mean_skip_categorize,user_median_skip_categorize,user_total_skip_categorize,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,action_duration,action_vote_up,action_vote_down,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
fazil.miswari,epidemics,epidemi,4320,1,0,0,0,0,1,0,0,0,1,12,829.11,484.32,9949.3,105,26.15,24.44,2745.81,97,25.28,17.47,2451.68,88,7.46,3.94,656.61,14,15.29,5.43,214.07,104,12.65,7.04,1315.82,7,46.42,29.2,324.91,8,26.57,18.97,212.57,10,7.23,1.03,72.31,16,14.94,9.53,239.02,13,190.819,14.6783846154,12.678,23,1.76923076923,2.0,1,0.0769230769231,0.0,1,9,13,3,1,1.0,5.76923076923,9,1,5,1.19818394791,2,50.735,25.3675,25.3675,2,1.0,1.0,1,0.5,0.5,1,7,2,24.094,0,1,0,2,0.925925925926,3.0,5.0
aprets,risk running,risiko yang terjadi,11320,0,1,0,0,0,0,1,0,0,1,18,815.02,423.24,14670.41,305,10.62,7.91,3238.38,114,17.44,13.39,1988.18,254,4.47,2.91,1135.72,39,6.45,5.63,251.46,312,7.31,5.16,2280.07,17,12.31,6.34,209.32,209,10.06,5.01,2101.82,9,6.53,6.58,58.79,8,15.72,9.76,125.78,11,133.077,12.0979090909,12.237,18,1.63636363636,2.0,3,0.272727272727,0.0,2,12,11,9,0,2.36363636364,16.1818181818,3,2,15,3.02716911844,1,13.904,13.904,13.904,2,2.0,2.0,0,0.0,0.0,3,19,1,13.904,2,0,0,13,0.612573099415,1.0,3.0
raissa2606,decapitated,cacat,31555,0,1,0,1,0,0,0,0,0,1,95,254.03,54.82,24133.04,693,7.98,5.8,5529.24,611,9.91,7.53,6057.17,725,2.88,1.36,2085.53,17,4.3,2.61,73.12,715,4.32,2.9,3086.06,109,6.39,2.91,696.31,106,9.33,4.14,989.11,14,12.99,8.42,181.84,32,12.32,7.05,394.29,11,207.388,18.8534545455,13.055,20,1.81818181818,2.0,2,0.181818181818,0.0,1,11,11,5,1,1.09090909091,9.18181818182,7,1,9,1.67293303187,1,4.386,4.386,4.386,2,2.0,2.0,0,0.0,0.0,1,5,1,4.386,2,0,0,7,0.637878787879,3.0,1.0
retnoputri,fatality,keparahan,4835,0,1,0,1,0,0,0,0,0,2,10,1137.29,273.28,11372.85,108,18.9,14.89,2041.66,87,21.75,15.56,1892.12,161,7.22,4.21,1161.78,31,9.47,8.61,293.54,208,7.95,5.82,1653.42,64,14.34,10.32,917.91,93,12.1,7.45,1125.6,3,25.2,9.52,75.61,3,13.97,5.84,41.9,23,307.547,13.3716086957,12.373,35,1.52173913043,2.0,8,0.347826086957,0.0,1,8,23,6,1,1.0,7.5652173913,13,1,8,1.91026994146,1,7.836,7.836,7.836,1,1.0,1.0,0,0.0,0.0,1,9,1,7.836,1,0,0,8,0.490740740741,3.0,5.0
tiamumtaz,anthropogenic hazards,bahaya yang mengancam manusia,935,0,1,0,0,1,0,0,0,0,2,4,397.8,121.33,1591.21,25,20.29,17.5,507.26,9,23.86,16.14,214.73,16,7.24,3.58,115.77,10,9.44,6.54,94.42,29,8.63,6.53,250.4,6,8.83,4.35,53.0,17,15.4,7.81,261.84,1,11.56,11.56,11.56,0,,,0.0,9,168.11,18.6788888889,14.842,17,1.88888888889,2.0,0,0.0,0.0,2,21,9,5,2,2.66666666667,23.7777777778,5,2,19,1.87996494873,1,50.641,50.641,50.641,2,2.0,2.0,0,0.0,0.0,4,29,1,50.641,2,0,0,22,0.513161168334,2.0,2.0
indahrj,exposed assets,harta yang terlihat,2445,0,1,0,0,1,0,0,0,0,1,6,493.64,295.83,2961.85,43,18.97,13.72,815.78,25,23.88,19.87,596.98,34,6.15,4.85,209.05,10,15.12,11.1,151.24,46,10.19,8.04,468.67,20,10.47,6.82,209.37,19,14.17,8.53,269.32,11,7.03,5.02,77.29,5,12.95,9.8,64.75,19,507.152,26.6922105263,23.589,29,1.52631578947,2.0,5,0.263157894737,0.0,2,14,19,15,2,2.78947368421,17.7894736842,3,3,18,3.7871439607,1,30.427,30.427,30.427,1,1.0,1.0,1,1.0,1.0,3,19,1,30.427,1,1,0,18,0.415413533835,1.0,3.0
zuhhad7,exit strategy,strategi menyelamatkan diri,1395,1,0,0,0,1,0,0,0,0,1,4,957.54,784.85,3830.15,33,24.85,15.65,820.18,19,45.03,38.34,855.61,20,9.66,3.95,193.26,1,45.69,45.69,45.69,25,25.54,12.77,638.52,3,7.41,7.05,22.24,14,19.42,9.74,271.83,1,5.21,5.21,5.21,2,17.71,17.71,35.42,18,365.126,20.2847777778,13.0,32,1.77777777778,2.0,4,0.222222222222,0.0,2,13,18,7,1,2.16666666667,16.6666666667,11,2,15,1.94471679005,1,33.81,33.81,33.81,2,2.0,2.0,0,0.0,0.0,3,27,1,33.81,2,0,0,23,0.650284900285,3.0,5.0
gitardi,centers for disease control (cdc),pusat bencana,1945,0,1,0,0,1,0,0,0,0,2,1,1602.2,1602.2,1602.2,57,10.93,9.63,623.0,48,10.29,8.83,494.08,30,4.36,2.61,130.92,5,3.59,3.85,17.96,43,5.97,5.42,256.91,1,5.13,5.13,5.13,0,,,0.0,0,,,0.0,0,,,0.0,20,545.953,27.29765,18.0145,30,1.5,2.0,7,0.35,0.0,5,33,20,7,3,3.2,26.45,9,3,27,,1,12.426,12.426,12.426,0,0.0,0.0,2,2.0,2.0,2,13,1,12.426,0,2,0,28,0.49426961927,3.0,1.0
pnrj,past savings,tabungan,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,13,183.056,14.0812307692,10.424,23,1.76923076923,2.0,1,0.0769230769231,0.0,2,12,13,9,0,2.53846153846,16.6153846154,5,3,18,2.80739045088,1,10.785,10.785,10.785,2,2.0,2.0,0,0.0,0.0,1,8,1,10.785,2,0,0,9,0.547222222222,2.0,5.0
esewele,rape survivors,penyintas pemerkosaan,5185,1,0,0,0,1,0,0,0,0,2,1,10799.81,10799.81,10799.81,153,28.41,23.08,4347.24,39,34.57,31.36,1348.1,49,5.59,4.25,274.13,93,7.6,5.13,706.89,136,7.24,5.94,985.31,1,36.65,36.65,36.65,92,5.96,2.6,548.6,0,,,0.0,4,32.75,25.18,130.99,18,526.529,29.2516111111,26.8645,20,1.11111111111,1.0,15,0.833333333333,1.0,2,14,18,13,1,2.77777777778,22.7777777778,3,2,16,3.57243125132,2,102.277,51.1385,51.1385,1,0.5,0.5,3,1.5,1.5,2,21,2,38.874,1,1,0,18,0.579365079365,3.0,5.0
irf,toll,jumlah korban,182375,1,0,0,0,0,0,1,0,0,3,474,627.85,278.04,297602.45,1696,26.12,18.41,44302.98,1668,25.89,20.32,43184.88,7216,3.65,2.09,26327.43,882,7.69,4.14,6784.93,7656,4.72,2.96,36130.79,3657,5.95,2.99,21758.65,5816,6.72,3.3,39098.91,448,9.02,3.83,4040.73,517,6.33,3.03,3271.71,19,551.586,29.0308421053,13.667,27,1.42105263158,2.0,9,0.473684210526,0.0,1,4,19,7,0,1.42105263158,8.84210526316,10,1,6,2.32321967234,2,90.119,45.0595,45.0595,3,1.5,1.5,1,0.5,0.5,2,13,2,77.355,1,1,0,12,0.442307692308,2.0,5.0
andyhardiyanti,dying hurricane,badai dahsyat,529680,0,1,0,0,0,1,0,0,0,1,577,696.23,348.85,401722.4,1408,13.85,10.82,19505.11,14009,10.0,6.82,140157.99,14890,3.17,0.97,47262.41,40,9.22,2.85,368.63,14419,4.33,2.1,62470.87,339,5.27,2.65,1787.04,757,10.84,4.06,8206.2,115,21.9,11.66,2518.21,173,23.77,14.46,4112.91,11,328.478,29.8616363636,15.418,17,1.54545454545,2.0,4,0.363636363636,0.0,2,15,11,10,1,2.90909090909,18.1818181818,2,3,20,3.27761343682,1,20.976,20.976,20.976,2,2.0,2.0,0,0.0,0.0,2,13,1,20.976,2,0,0,13,0.505982905983,1.0,3.0
bellaanggini,long-term consequences,konsekuensi panjang,2155,0,1,0,0,1,0,0,0,0,1,3,1638.94,1276.44,4916.81,55,21.55,17.05,1185.34,46,33.63,25.63,1547.04,45,7.54,3.93,339.5,12,12.81,12.86,153.76,58,16.0,10.97,928.04,0,,,0.0,0,,,0.0,1,113.16,113.16,113.16,3,29.31,5.91,87.93,18,241.917,13.4398333333,10.796,34,1.88888888889,2.0,1,0.0555555555556,0.0,2,22,18,4,1,2.94444444444,24.2222222222,12,3,26,1.40467847306,1,7.362,7.362,7.362,2,2.0,2.0,0,0.0,0.0,2,19,1,7.362,2,0,0,17,0.516480595428,3.0,2.0
nyoman.sudarsana,youth-led intra communal activities,kegiatan internal masyarakat yang di pimpin pemuda,20945,1,0,0,0,0,0,1,0,0,1,59,812.25,459.11,47922.58,525,30.44,23.02,15978.76,316,37.08,31.02,11716.78,226,11.21,6.38,2534.49,89,20.46,13.3,1821.07,339,16.57,11.12,5617.55,2,41.39,41.39,82.77,5,61.39,61.77,306.96,4,49.64,39.86,198.56,3,71.87,72.31,215.6,14,569.374,40.6695714286,31.97,17,1.21428571429,1.0,9,0.642857142857,0.5,4,35,14,12,4,5.42857142857,39.0,3,7,48,3.46772010047,1,44.639,44.639,44.639,1,1.0,1.0,1,1.0,1.0,7,50,1,44.639,1,1,0,37,0.546293995859,,2.0
ErikSiant,multi-hazard early warning systems,sistem peringatan dini berbagai bahaya,130240,1,0,0,0,1,0,0,0,0,1,304,1241.14,765.06,377307.1,1337,37.2,29.99,49743.04,3063,29.97,21.74,91798.12,2804,10.41,6.54,29179.44,967,16.25,9.84,15713.72,4425,9.73,7.8,43052.35,741,30.97,21.54,22952.04,1422,21.59,12.37,30704.47,764,21.26,13.29,16244.95,133,27.21,13.51,3619.45,13,288.029,22.1560769231,18.888,24,1.84615384615,2.0,1,0.0769230769231,0.0,4,34,13,10,3,4.76923076923,36.4615384615,3,4,35,3.18083298721,1,28.907,28.907,28.907,2,2.0,2.0,0,0.0,0.0,5,38,1,28.907,2,0,0,33,0.580569069733,3.0,5.0
nikkiwirawan,distribution of agriculture inputs,penyebaran atas masukan pertanian,1865,1,0,0,0,0,1,0,0,0,1,1,1993.67,1993.67,1993.67,57,12.23,9.55,697.08,27,19.92,12.79,537.78,38,3.34,2.74,127.07,13,4.36,3.39,56.7,36,5.17,4.54,186.06,3,20.61,6.65,61.82,7,11.84,9.14,82.9,1,5.09,5.09,5.09,0,,,0.0,15,383.131,25.5420666667,17.629,23,1.53333333333,2.0,4,0.266666666667,0.0,4,34,15,14,3,3.33333333333,29.6666666667,2,3,26,3.77355726228,1,12.312,12.312,12.312,1,1.0,1.0,1,1.0,1.0,4,33,1,12.312,1,1,0,30,0.514854426619,1.0,2.0
mayamalidra,the limited availability of technology,persediaan teknologi yang terbatas,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,21,638.154,30.3882857143,24.565,33,1.57142857143,2.0,4,0.190476190476,0.0,5,38,21,15,3,3.28571428571,33.1428571429,5,3,34,3.6130541858,1,14.944,14.944,14.944,2,2.0,2.0,0,0.0,0.0,4,34,1,14.944,2,0,0,30,0.590486912468,3.0,4.0
ghina,help affected,pura-pura menolong,1450,0,1,0,1,0,0,0,0,0,1,1,1048.82,1048.82,1048.82,27,18.1,14.82,488.7,0,,,0.0,20,7.28,4.53,145.56,1,10.36,10.36,10.36,22,7.5,5.41,164.98,8,4.61,3.3,36.88,27,6.64,4.18,179.24,2,8.61,8.61,17.21,0,,,0.0,12,286.544,23.8786666667,16.3835,18,1.5,1.5,4,0.333333333333,0.0,2,13,12,11,1,2.75,21.0,2,4,28,3.41829583405,1,21.453,21.453,21.453,2,2.0,2.0,0,0.0,0.0,2,18,1,21.453,2,0,0,15,0.426638176638,1.0,1.0
dinechandra,division of roles for leadership,divisi peran kepemimpinan,67150,0,1,0,0,1,0,0,0,0,1,98,467.69,287.55,45834.08,1102,12.27,10.15,13522.5,1065,13.43,10.49,14299.24,1153,2.1,1.16,2421.42,10,6.2,3.93,62.02,1062,5.27,3.28,5593.63,10,28.82,31.31,288.23,30,30.4,16.55,912.06,11,13.6,2.66,149.58,88,8.68,3.09,763.66,16,412.345,25.7715625,17.9375,28,1.75,2.0,3,0.1875,0.0,5,32,16,10,2,3.1875,28.5625,5,3,28,3.02439747035,1,7.054,7.054,7.054,2,2.0,2.0,0,0.0,0.0,3,25,1,7.054,2,0,0,22,0.650833333333,2.0,3.0
LUFANDA,inclusive,terhitung,98155,0,1,0,0,1,0,0,0,0,2,149,1110.04,736.83,165395.99,1472,29.33,24.19,43169.56,3033,15.24,8.38,46219.2,2538,3.89,1.79,9883.49,195,8.55,3.71,1667.09,2804,5.48,3.6,15356.16,39,26.09,15.7,1017.49,362,6.13,1.1,2218.25,366,2.96,1.06,1083.18,383,6.31,1.02,2418.29,17,335.805,19.7532352941,11.632,30,1.76470588235,2.0,2,0.117647058824,0.0,1,9,17,5,1,1.05882352941,8.29411764706,10,1,8,1.66279925602,1,93.541,93.541,93.541,0,0.0,0.0,1,1.0,1.0,1,9,1,93.541,0,1,0,9,0.314814814815,3.0,1.0
aerof777,inclement weather,cuaca yang tak menentu,820,1,0,0,0,0,1,0,0,0,1,1,1406.22,1406.22,1406.22,23,24.76,20.93,569.51,15,26.97,18.31,404.54,10,9.82,9.17,98.2,1,5.08,5.08,5.08,15,10.03,9.22,150.41,0,,,0.0,0,,,0.0,0,,,0.0,3,28.26,17.86,84.77,15,278.513,18.5675333333,16.174,27,1.8,2.0,0,0.0,0.0,2,17,15,2,1,2.13333333333,11.7333333333,14,2,11,0.353359335021,1,21.146,21.146,21.146,2,2.0,2.0,0,0.0,0.0,4,22,1,21.146,2,0,0,17,0.547593582888,1.0,1.0
osmoond,sociocultural variability,variabilitas sosial buday,1295,1,0,0,0,0,1,0,0,0,1,2,1077.42,1077.42,2154.85,25,25.72,21.01,643.04,32,24.82,22.59,794.37,29,4.49,3.82,130.19,11,6.53,5.79,71.84,32,7.23,5.4,231.39,1,67.49,67.49,67.49,1,77.92,77.92,77.92,0,,,0.0,0,,,0.0,11,358.47,32.5881818182,18.716,16,1.45454545455,2.0,2,0.181818181818,0.0,2,25,11,10,2,2.72727272727,25.0909090909,2,3,28,3.27761343682,1,41.834,41.834,41.834,0,0.0,0.0,1,1.0,1.0,3,25,1,41.834,0,1,0,19,0.577777777778,3.0,5.0
dinechandra,donated million,menyumbang berjuta - juta,67150,0,1,0,0,1,0,0,0,0,1,98,467.69,287.55,45834.08,1102,12.27,10.15,13522.5,1065,13.43,10.49,14299.24,1153,2.1,1.16,2421.42,10,6.2,3.93,62.02,1062,5.27,3.28,5593.63,10,28.82,31.31,288.23,30,30.4,16.55,912.06,11,13.6,2.66,149.58,88,8.68,3.09,763.66,20,324.582,16.2291,14.2575,33,1.65,2.0,3,0.15,0.0,2,15,20,14,1,2.3,19.2,5,2,17,3.50370169606,1,10.633,10.633,10.633,2,2.0,2.0,0,0.0,0.0,4,25,1,10.633,2,0,0,22,0.38,1.0,3.0
mayamalidra,expansion of pests and diseases,perluasan pes dan penyakit,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,15,500.612,33.3741333333,30.293,24,1.6,2.0,5,0.333333333333,0.0,5,31,15,10,2,3.6,26.6,4,4,28,3.10689059561,1,14.255,14.255,14.255,0,0.0,0.0,2,2.0,2.0,4,26,1,14.255,0,2,0,21,0.640873274999,1.0,1.0
liedevi,multiple vulnerabilities,beragam kerentanan,24045,0,1,0,0,0,1,0,0,0,1,62,315.31,164.2,19549.05,444,9.15,7.41,4061.23,429,13.54,10.58,5807.41,458,3.54,2.19,1623.01,28,4.22,3.59,118.23,494,6.92,4.63,3417.33,28,12.51,4.11,350.18,50,7.76,5.4,388.12,2,11.3,11.3,22.6,3,6.07,5.68,18.2,8,195.724,24.4655,12.718,14,1.75,2.0,2,0.25,0.0,2,24,8,7,2,2.0,17.875,2,2,19,2.75,1,12.675,12.675,12.675,2,2.0,2.0,0,0.0,0.0,2,18,1,12.675,2,0,0,21,0.476851851852,3.0,5.0
ErikSiant,participation,keikutsertaan,130240,1,0,0,0,1,0,0,0,0,1,304,1241.14,765.06,377307.1,1337,37.2,29.99,49743.04,3063,29.97,21.74,91798.12,2804,10.41,6.54,29179.44,967,16.25,9.84,15713.72,4425,9.73,7.8,43052.35,741,30.97,21.54,22952.04,1422,21.59,12.37,30704.47,764,21.26,13.29,16244.95,133,27.21,13.51,3619.45,18,128.79,7.155,5.3515,32,1.77777777778,2.0,2,0.111111111111,0.0,1,13,18,5,1,1.11111111111,11.1111111111,13,1,11,1.3862740939,1,13.113,13.113,13.113,2,2.0,2.0,0,0.0,0.0,1,13,1,13.113,2,0,0,11,0.45641025641,3.0,5.0
Peeks,civil authorities,apart sipil,7370,1,0,0,0,0,0,0,0,1,1,12,640.16,361.89,7681.96,72,22.3,19.2,1605.41,78,34.52,29.33,2692.81,70,6.07,4.52,424.59,29,16.38,9.74,475.08,80,11.73,10.67,938.49,12,21.08,16.09,252.94,30,14.53,10.83,435.96,13,26.65,14.15,346.42,17,8.74,7.67,148.62,18,375.633,20.8685,12.174,26,1.44444444444,1.5,6,0.333333333333,0.0,2,17,18,11,2,2.11111111111,15.1666666667,7,2,14,2.96706475398,1,13.812,13.812,13.812,0,0.0,0.0,2,2.0,2.0,2,11,1,13.812,0,2,0,13,0.466131907308,2.0,1.0
nay.mn,learning spaces,kelas,360,0,1,0,0,0,1,0,0,0,2,1,1485.33,1485.33,1485.33,8,30.14,21.46,241.09,7,29.58,22.97,207.03,7,9.41,9.06,65.85,0,,,0.0,7,23.3,19.14,163.11,2,0.46,0.46,0.91,3,3.69,0.44,11.07,2,0.37,0.37,0.74,1,0.48,0.48,0.48,17,396.536,23.3256470588,12.253,27,1.58823529412,2.0,5,0.294117647059,0.0,2,15,17,11,2,2.23529411765,16.0,6,2,13,3.05747607629,1,27.035,27.035,27.035,0,0.0,0.0,1,1.0,1.0,1,5,1,27.035,0,1,0,12,0.605555555556,3.0,1.0
irf,breaking news,berita sela,182375,1,0,0,0,0,0,1,0,0,3,474,627.85,278.04,297602.45,1696,26.12,18.41,44302.98,1668,25.89,20.32,43184.88,7216,3.65,2.09,26327.43,882,7.69,4.14,6784.93,7656,4.72,2.96,36130.79,3657,5.95,2.99,21758.65,5816,6.72,3.3,39098.91,448,9.02,3.83,4040.73,517,6.33,3.03,3271.71,23,444.856,19.3415652174,14.225,42,1.82608695652,2.0,2,0.0869565217391,0.0,2,13,23,11,1,1.95652173913,13.2173913043,8,2,14,2.80574565152,1,58.486,58.486,58.486,1,1.0,1.0,1,1.0,1.0,2,11,1,58.486,1,1,0,8,0.655885780886,3.0,2.0
dinechandra,cluster coordination systems,sistem koordinasi cluster,67150,0,1,0,0,1,0,0,0,0,1,98,467.69,287.55,45834.08,1102,12.27,10.15,13522.5,1065,13.43,10.49,14299.24,1153,2.1,1.16,2421.42,10,6.2,3.93,62.02,1062,5.27,3.28,5593.63,10,28.82,31.31,288.23,30,30.4,16.55,912.06,11,13.6,2.66,149.58,88,8.68,3.09,763.66,20,457.06,22.853,16.7335,31,1.55,2.0,5,0.25,0.0,3,28,20,9,3,2.9,25.7,6,3,26,2.89185194638,1,14.159,14.159,14.159,2,2.0,2.0,0,0.0,0.0,3,25,1,14.159,2,0,0,13,0.672506265664,3.0,4.0
andrewtirto,monitoring of vulnerabilities,pengawasan akan kerentanan,11935,1,0,0,0,1,0,0,0,0,2,31,554.45,180.38,17188.01,370,17.29,12.93,6396.05,70,16.71,11.64,1169.45,316,3.58,2.42,1131.89,83,7.88,4.48,653.64,320,8.65,5.45,2767.45,50,19.24,13.94,962.23,271,7.25,4.77,1964.43,3,2.22,0.38,6.67,32,10.18,6.03,325.62,11,275.249,25.0226363636,16.811,20,1.81818181818,2.0,1,0.0909090909091,0.0,3,29,11,8,2,2.27272727273,23.0,3,2,21,2.84535093662,1,21.699,21.699,21.699,2,2.0,2.0,0,0.0,0.0,3,26,1,21.699,2,0,0,25,0.479583634756,3.0,5.0
liedevi,flood relief,pulih dari banjir,24045,0,1,0,0,0,1,0,0,0,1,62,315.31,164.2,19549.05,444,9.15,7.41,4061.23,429,13.54,10.58,5807.41,458,3.54,2.19,1623.01,28,4.22,3.59,118.23,494,6.92,4.63,3417.33,28,12.51,4.11,350.18,50,7.76,5.4,388.12,2,11.3,11.3,22.6,3,6.07,5.68,18.2,17,270.589,15.917,9.084,31,1.82352941176,2.0,1,0.0588235294118,0.0,2,12,17,10,1,2.41176470588,17.0,8,2,14,2.83659166811,1,9.084,9.084,9.084,2,2.0,2.0,0,0.0,0.0,3,17,1,9.084,2,0,0,14,0.503594771242,3.0,5.0
pnrj,highly localized hazards,bahaya yang sangat dibatasi,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,9,271.648,30.1831111111,26.511,14,1.55555555556,2.0,2,0.222222222222,0.0,3,24,9,8,3,3.44444444444,27.5555555556,2,4,31,2.94770277922,1,55.054,55.054,55.054,2,2.0,2.0,0,0.0,0.0,4,27,1,55.054,2,0,0,22,0.531004489338,3.0,1.0
mayamalidra,city tornado,tornado kota,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,14,295.946,21.139,13.0015,23,1.64285714286,2.0,3,0.214285714286,0.0,2,12,14,10,1,2.85714285714,15.7857142857,3,2,12,3.3232314288,2,14.86,7.43,7.43,3,1.5,1.5,1,0.5,0.5,2,12,2,6.781,2,0,0,10,0.685185185185,1.0,5.0
LUFANDA,expendable,bisa dibuang,98155,0,1,0,0,1,0,0,0,0,2,149,1110.04,736.83,165395.99,1472,29.33,24.19,43169.56,3033,15.24,8.38,46219.2,2538,3.89,1.79,9883.49,195,8.55,3.71,1667.09,2804,5.48,3.6,15356.16,39,26.09,15.7,1017.49,362,6.13,1.1,2218.25,366,2.96,1.06,1083.18,383,6.31,1.02,2418.29,19,495.028,26.0541052632,19.588,31,1.63157894737,2.0,4,0.210526315789,0.0,1,10,19,9,1,1.94736842105,14.1052631579,6,2,16,2.61531961825,6,168.333,28.0555,21.487,7,1.16666666667,1.0,2,0.333333333333,0.0,2,12,6,44.95,1,0,0,10,0.405555555556,3.0,5.0
shita,praying affected,mempengaruhi sholat,4320,0,1,0,0,0,0,1,0,0,2,2,2818.22,2818.22,5636.45,102,16.91,12.38,1724.99,82,22.07,16.05,1809.39,85,4.28,3.45,363.82,20,6.62,6.15,132.37,105,8.29,5.71,870.17,0,,,0.0,0,,,0.0,0,,,0.0,1,2.87,2.87,2.87,8,254.613,31.826625,18.777,10,1.25,1.0,4,0.5,0.5,2,16,8,7,2,2.375,16.625,2,2,15,2.75,1,15.041,15.041,15.041,1,1.0,1.0,1,1.0,1.0,2,19,1,15.041,1,1,0,17,0.567616959064,1.0,3.0
mayamalidra,learning spaces,tempat belajar,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,17,396.536,23.3256470588,12.253,27,1.58823529412,2.0,5,0.294117647059,0.0,2,15,17,11,2,2.23529411765,16.0,6,2,13,3.05747607629,1,7.727,7.727,7.727,2,2.0,2.0,0,0.0,0.0,2,14,1,7.727,2,0,0,13,0.496825396825,3.0,5.0
andyhardiyanti,public shelters,kemah pengungsian umum,529680,0,1,0,0,0,1,0,0,0,1,577,696.23,348.85,401722.4,1408,13.85,10.82,19505.11,14009,10.0,6.82,140157.99,14890,3.17,0.97,47262.41,40,9.22,2.85,368.63,14419,4.33,2.1,62470.87,339,5.27,2.65,1787.04,757,10.84,4.06,8206.2,115,21.9,11.66,2518.21,173,23.77,14.46,4112.91,21,532.755,25.3692857143,14.947,34,1.61904761905,2.0,3,0.142857142857,0.0,2,15,21,16,1,2.66666666667,20.8571428571,5,3,23,3.74423930495,1,12.362,12.362,12.362,2,2.0,2.0,0,0.0,0.0,3,22,1,12.362,2,0,0,20,0.465656565657,3.0,5.0
