source-word,target-word,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
livelihoods production,"sumber mata pencaharian, sumber nafkah",16,547.465,34.2165625,26.0315,28,1.75,2,1,0.0625,0,2,22,16,8,2,2.9375,24.8125,9,3,25,2.216917187,1,56.07,56.07,56.07,2,2,2,0,0,0,5,38,1,0,33,0.475279107,3,5
youth-led intra communal activities,kegiatan intra komunal yang dipimpin oleh pemuda,14,569.374,40.66957143,31.97,17,1.214285714,1,9,0.642857143,0.5,4,35,14,12,4,5.428571429,39,3,7,48,3.4677201,3,59.007,19.669,18.616,5,1.666666667,2,0,0,0,7,48,3,1,31,0.607661783,,3
deployment,penyebaran,13,231.473,17.80561538,19.706,25,1.923076923,2,0,0,0,1,10,13,2,1,1,10,12,1,10,0.391243564,12,227.337,18.94475,19.9865,23,1.916666667,2,0,0,0,1,10,12,1,9,0.6,3,1
compensatory disaster risk management,managemen ganti rugi resiko bencana,15,700.313,46.68753333,48.147,23,1.533333333,2,5,0.333333333,0,4,37,15,13,3,4.133333333,35.4,2,4,37,3.640223929,1,44.253,44.253,44.253,1,1,1,1,1,1,5,35,1,0,30,0.653120978,1,3
transport accidents,kecelakaan lalulintas,14,206.634,14.75957143,13.4665,27,1.928571429,2,0,0,0,2,19,14,7,2,2.071428571,22.07142857,8,2,23,2.093069208,1,8.521,8.521,8.521,2,2,2,0,0,0,2,21,1,0,17,0.560011139,3,5
flood ravaged,terporak-porandakan banjir,11,270.332,24.57563636,17.246,16,1.454545455,2,6,0.545454545,0,2,13,11,8,1,2,15.27272727,3,2,14,2.845350937,1,37.57,37.57,37.57,1,1,1,1,1,1,2,26,1,0,21,0.45970696,2,3
repaired,memperbaiki,14,151.238,10.80271429,9.468,26,1.857142857,2,0,0,0,1,8,14,3,1,1,9.857142857,8,1,10,1.378783493,2,25.668,12.834,12.834,4,2,2,0,0,0,1,11,2,0,8,0.654040404,3,5
building code,kode bangunan,15,416.553,27.7702,12.342,26,1.733333333,2,1,0.066666667,0,2,13,15,11,0,2.266666667,18,3,2,14,3.272905595,3,29.051,9.683666667,9.725,5,1.666666667,2,1,0.333333333,0,2,13,3,0,12,0.456410256,1,1
clusters,kluster,24,295.977,12.332375,7.9705,40,1.666666667,2,3,0.125,0,1,8,24,14,1,1,8.25,7,1,8,3.369910023,1,4.189,4.189,4.189,1,1,1,0,0,0,1,7,1,0,2,0.869047619,3,4
admiration,pemujian,18,258.118,14.33988889,14.509,31,1.722222222,2,4,0.222222222,0,1,10,18,7,1,1.055555556,8.777777778,12,1,9,1.779950001,1,11.009,11.009,11.009,1,1,1,1,1,1,1,8,1,0,7,0.633333333,3,3
gender sensitivity,sensitivitas jenis kelamin,17,417.92,24.58352941,23.967,31,1.823529412,2,0,0,0,2,18,17,11,2,2.647058824,21.70588235,4,2,19,3.219528282,1,23.967,23.967,23.967,1,1,1,0,0,0,3,26,1,0,20,0.629222629,3,4
inequality,perbedaan,14,302.919,21.63707143,15.549,24,1.714285714,2,2,0.142857143,0,1,10,14,8,1,1.142857143,13.57142857,4,1,13,2.753434386,1,14.551,14.551,14.551,2,2,2,0,0,0,1,9,1,0,9,0.474074074,3,5
agriculture,pertainan,20,213.179,10.65895,7.676,38,1.9,2,1,0.05,0,1,11,20,3,1,1,9.25,14,1,9,1.076297626,1,8.096,8.096,8.096,1,1,1,1,1,1,1,9,1,0,10,0.436026936,3,5
institutional resources,lembaga sumber daya,19,361.194,19.01021053,20.229,36,1.894736842,2,2,0.105263158,0,2,23,19,7,2,2.842105263,22.52631579,7,3,25,2.392078833,1,31.582,31.582,31.582,1,1,1,1,1,1,3,19,1,0,22,0.358886346,3,1
customs facilities,fasilitas umun,18,342.547,19.03038889,11.9425,25,1.388888889,1,8,0.444444444,0,2,18,18,11,2,2.444444444,17.44444444,6,3,19,3.22109725,1,5.416,5.416,5.416,1,1,1,0,0,0,2,14,1,0,16,0.58994709,3,2
hoisted flood,meninggikan banjir,14,488.703,34.90735714,25.363,25,1.785714286,2,2,0.142857143,0,2,13,14,11,1,2.285714286,16.71428571,3,2,17,3.456564762,1,24.266,24.266,24.266,1,1,1,1,1,1,2,18,1,0,16,0.354700855,1,3
messages,pesan-pesan,20,163.959,8.19795,7.8575,39,1.95,2,1,0.05,0,1,8,20,4,1,1.05,7.45,11,1,5,1.436666482,7,62.423,8.917571429,8.586,14,2,2,0,0,0,1,11,7,0,7,0.693181818,,5
hazardous conditions,keadaan-keadaan berbahaya,18,238.269,13.23716667,10.399,35,1.944444444,2,0,0,0,2,20,18,8,2,2.277777778,18.83333333,10,2,17,2.213298282,1,6.511,6.511,6.511,2,2,2,0,0,0,2,25,1,0,22,0.40047619,3,5
multisectoral,banyak bidang,21,310.902,14.80485714,12.352,39,1.857142857,2,1,0.047619048,0,1,13,21,10,1,1.523809524,12.66666667,6,1,13,2.951143018,2,37.2,18.6,18.6,4,2,2,0,0,0,2,13,2,0,13,0.435897436,3,5
sentinel surveillance,menjaga dan mengawasi,12,474.201,39.51675,36.9675,16,1.333333333,1,7,0.583333333,1,2,21,12,7,2,1.833333333,16.75,3,1,10,2.625814584,1,46.133,46.133,46.133,1,1,1,1,1,1,3,21,1,0,18,0.462301587,1,3
physician,ahli fisika,21,294.947,14.04509524,9.393,31,1.476190476,2,7,0.333333333,0,1,9,21,7,1,1.238095238,7.571428571,12,1,6,2.022106113,1,27.809,27.809,27.809,1,1,1,0,0,0,2,11,1,0,8,0.603367003,1,1
warehousing,penggudangan,16,273.196,17.07475,16.2705,28,1.75,2,2,0.125,0,1,11,16,4,1,1.0625,11.3125,12,1,11,1.439254017,2,37.283,18.6415,18.6415,3,1.5,1.5,0,0,0,1,12,2,0,10,0.565656566,3,5
recovered durable shelter,tempat penampungan yang tahan lama,12,507.681,42.30675,35.41,21,1.75,2,2,0.166666667,0,3,25,12,11,2,5.333333333,36.58333333,2,5,34,3.418295834,2,136.37,68.185,68.185,4,2,2,0,0,0,5,34,2,1,27,0.430457516,2,3
impartiality,netral,16,299.276,18.70475,14.947,29,1.8125,2,2,0.125,0,1,12,16,8,1,1.0625,14.3125,9,1,17,2.216917187,1,35.251,35.251,35.251,0,0,0,2,2,2,1,6,1,0,9,0.583333333,3,5
prescription medicine,obat yang diresepkan,27,488.493,18.09233333,11.248,47,1.740740741,2,4,0.148148148,0,2,21,27,8,1,2.296296296,12.81481481,16,2,10,2.014146761,2,66.69,33.345,33.345,4,2,2,0,0,0,3,20,2,0,20,0.525396825,2,5
nourishing meals,makanan yang bergizi,16,283.537,17.7210625,14.8515,31,1.9375,2,0,0,0,2,16,16,4,1,2.1875,16.125,13,2,15,0.993392729,1,6.307,6.307,6.307,2,2,2,0,0,0,3,20,1,0,16,0.447222222,3,5
flood relief,sokongan bencana banjir,17,270.589,15.917,9.084,31,1.823529412,2,1,0.058823529,0,2,12,17,10,1,2.411764706,17,8,2,14,2.836591668,1,18.782,18.782,18.782,2,2,2,0,0,0,3,23,1,0,20,0.502415459,3,3
building resilience to hazards,pembangunan ketahanan terhadap bencana,17,352.921,20.76005882,19.89,29,1.705882353,2,1,0.058823529,0,4,30,17,10,2,4,34.88235294,8,4,35,2.675698135,1,18.392,18.392,18.392,1,1,1,0,0,0,4,38,1,0,30,0.543079922,3,3
non-food item,barang bukan pangan,15,334.816,22.32106667,16.715,21,1.4,1,4,0.266666667,0,2,13,15,11,1,2.6,18.26666667,4,3,20,3.240223929,1,16.715,16.715,16.715,2,2,2,0,0,0,3,19,1,0,17,0.419703104,3,5
terrified hurricane,badai yang menakutkan,16,230.785,14.4240625,11.703,24,1.5,2,5,0.3125,0,2,19,16,11,2,2.625,18.0625,3,2,13,3.327819531,2,24.475,12.2375,12.2375,3,1.5,1.5,0,0,0,3,21,2,0,18,0.424394319,1,3
magnitude,besaran,14,319.221,22.8015,14.602,22,1.571428571,2,3,0.214285714,0,1,9,14,6,1,1.071428571,7.785714286,4,1,6,2.324862958,1,2.821,2.821,2.821,1,1,1,0,0,0,1,7,1,0,9,0.502645503,1,1
rescuers help,pembantu penolong,15,314.649,20.9766,17.574,24,1.6,2,3,0.2,0,2,13,15,12,1,2.6,21.13333333,3,3,23,3.456564762,1,4.859,4.859,4.859,1,1,1,1,1,1,2,17,1,0,13,0.493715435,3,3
principle,prinsip,16,198.032,12.377,7.2995,31,1.9375,2,0,0,0,1,9,16,3,1,1.125,7.875,14,1,7,0.668564443,14,180.256,12.87542857,7.2995,28,2,2,0,0,0,1,7,14,1,3,0.841269841,3,5
distribution of agriculture inputs,pembagian input agrikultur,15,383.131,25.54206667,17.629,23,1.533333333,2,4,0.266666667,0,4,34,15,14,3,3.333333333,29.66666667,2,3,26,3.773557262,1,17.629,17.629,17.629,2,2,2,0,0,0,3,26,1,0,22,0.580693816,1,2
uncovered,terungkap,21,417.858,19.898,16.325,34,1.619047619,2,3,0.142857143,0,1,9,21,10,1,1.285714286,10.9047619,10,1,10,2.619970711,1,8.538,8.538,8.538,2,2,2,0,0,0,1,9,1,0,9,0.481481481,3,5
humanitarian operations,kendali oleh manusia,22,333.969,15.18040909,8.963,37,1.681818182,2,5,0.227272727,0,2,23,22,7,2,2.045454545,19.40909091,14,2,19,1.820438145,1,17.84,17.84,17.84,0,0,0,2,2,2,3,20,1,0,18,0.524571805,3,1
witnessed,menyaksikan,16,236.36,14.7725,9.565,30,1.875,2,2,0.125,0,1,9,16,5,1,1.125,10.9375,7,1,11,1.802421284,7,92.134,13.162,13.075,14,2,2,0,0,0,1,11,7,1,10,0.424242424,3,5
rehabilitation,rehabilitas,22,213.514,9.705181818,7.351,39,1.772727273,2,0,0,0,1,14,22,2,1,1,11.95454545,21,1,12,0.266764988,1,7.307,7.307,7.307,1,1,1,0,0,0,1,11,1,0,4,0.874458874,3,5
disaster database,pangkalan data bencana,16,478.684,29.91775,18.079,27,1.6875,2,2,0.125,0,2,17,16,8,2,2.8125,18.875,4,3,18,2.780639062,2,130.382,65.191,65.191,4,2,2,0,0,0,3,22,2,0,15,0.535056447,3,4
emergency contraceptive,darurat kontrasepsi,17,450.33,26.49,17.867,27,1.588235294,2,4,0.235294118,0,2,23,17,6,2,2.176470588,19.88235294,11,2,19,1.731360029,2,63.361,31.6805,31.6805,3,1.5,1.5,0,0,0,2,19,2,0,13,0.564523958,2,1
mass movements,pergerakan masa,16,175.753,10.9845625,8.5175,27,1.6875,2,1,0.0625,0,2,14,16,7,1,2.0625,16.125,7,2,16,2.349601753,1,11.633,11.633,11.633,2,2,2,0,0,0,2,15,1,0,14,0.498412698,3,5
congratulatory message,pesan berisi ucapan selamat,20,391.26,19.563,11.4085,38,1.9,2,1,0.05,0,2,22,20,10,1,3.05,20.45,7,3,20,2.839353872,2,76.32,38.16,38.16,4,2,2,0,0,0,4,27,2,0,22,0.524410774,3,5
local circumstances,kondisi setempat,15,194.514,12.9676,12.946,26,1.733333333,2,2,0.133333333,0,2,19,15,8,2,2,14.46666667,3,2,13,2.872905595,1,9.045,9.045,9.045,1,1,1,0,0,0,2,16,1,0,16,0.515350877,3,5
wrecked,mengalami bencana,19,487.553,25.66068421,13.892,30,1.578947368,2,2,0.105263158,0,1,7,19,6,0,1.157894737,7.473684211,12,1,6,1.733483434,1,51.41,51.41,51.41,0,0,0,1,1,1,2,17,1,0,15,0.467787115,3,1
prayers city,kota yang meminta,15,311.643,20.7762,13.083,28,1.866666667,2,2,0.133333333,0,2,12,15,11,0,2.333333333,12.93333333,2,2,11,3.5,1,31.297,31.297,31.297,1,1,1,1,1,1,3,17,1,0,12,0.562091503,1,3
gravel roads,jalan berbatu,14,382.545,27.32464286,18.499,27,1.928571429,2,1,0.071428571,0,2,12,14,6,0,2.071428571,14.92857143,5,2,13,2.263809174,5,69.728,13.9456,9.996,9,1.8,2,1,0.2,0,2,13,5,1,10,0.598290598,3,5
small and medium enterprises,usaha kecil dan menengah (ukm),19,352.621,18.559,13.302,37,1.947368421,2,0,0,0,4,28,19,6,2,3.894736842,24,12,4,24,1.773214355,1,23.18,23.18,23.18,2,2,2,0,0,0,5,30,1,0,24,0.56774043,3,5
watch hurricane,menyaksikan angin topan,14,259.534,18.53814286,18.38,26,1.857142857,2,1,0.071428571,0,2,15,14,11,1,2.5,17.35714286,3,2,14,3.456564762,1,19.29,19.29,19.29,2,2,2,0,0,0,3,23,1,0,20,0.383574879,1,3
specific actors,aktor - aktor khusus,13,257.242,19.78784615,13.154,19,1.461538462,2,4,0.307692308,0,2,15,13,8,2,2.230769231,15.76923077,5,2,14,2.653544297,1,7.554,7.554,7.554,0,0,0,1,1,1,4,20,1,0,15,0.455555556,1,1
site managers,penanggung jawab lapangan,18,354.305,19.68361111,12.109,28,1.555555556,2,5,0.277777778,0,2,13,18,11,1,2.055555556,15.38888889,5,2,15,3.149673447,1,8.251,8.251,8.251,1,1,1,0,0,0,3,25,1,0,22,0.456068376,2,5
multisectoral,banyak bagian,21,310.902,14.80485714,12.352,39,1.857142857,2,1,0.047619048,0,1,13,21,10,1,1.523809524,12.66666667,6,1,13,2.951143018,1,5.58,5.58,5.58,2,2,2,0,0,0,2,13,1,0,12,0.384615385,3,5
prospective disaster risk management,pengelolaan risiko bencana yang prospektif,9,399.612,44.40133333,18.948,17,1.888888889,2,1,0.111111111,0,4,36,9,9,3,4.666666667,37.44444444,1,5,42,3.169925001,1,13.917,13.917,13.917,2,2,2,0,0,0,5,42,1,1,33,0.616560847,3,5
community-based support,dukungan berbasis komunitas,18,430.591,23.92172222,18.082,32,1.777777778,2,2,0.111111111,0,2,23,18,9,2,3,26.88888889,8,3,27,2.614369446,8,110.828,13.8535,13.044,15,1.875,2,0,0,0,3,27,8,1,21,0.579668855,3,5
responder,penolong,13,251.606,19.35430769,12.622,23,1.769230769,2,1,0.076923077,0,1,9,13,7,1,1.307692308,10.76923077,5,1,9,2.499698143,1,66.747,66.747,66.747,1,1,1,0,0,0,1,8,1,0,7,0.481481481,1,5
national-level plans,perencanaan tingkat nasional,18,268.352,14.90844444,12.3705,30,1.666666667,2,1,0.055555556,0,2,20,18,5,1,2.888888889,23.33333333,12,3,24,1.557727779,2,22.115,11.0575,11.0575,4,2,2,0,0,0,3,28,2,0,23,0.576556777,3,5
describes,menjabarkan,19,217.725,11.45921053,9.38,33,1.736842105,2,4,0.210526316,0,1,9,19,9,1,1.052631579,12,6,1,13,2.800044618,1,5.546,5.546,5.546,2,2,2,0,0,0,1,11,1,0,10,0.424242424,3,5
expendable,dapat dihabiskan,19,495.028,26.05410526,19.588,31,1.631578947,2,4,0.210526316,0,1,10,19,9,1,1.947368421,14.10526316,6,2,16,2.615319618,6,191.524,31.92066667,33.406,12,2,2,0,0,0,2,16,6,1,12,0.466666667,3,5
international experience,pengalaman luar negri,22,344.667,15.66668182,11.9415,39,1.772727273,2,3,0.136363636,0,2,24,22,4,2,2.181818182,24.27272727,19,2,24,0.790766948,1,37.813,37.813,37.813,0,0,0,1,1,1,3,21,1,0,19,0.607142857,3,5
agricultural labor system,sistem pekerjaan agrikultural,28,697.537,24.91203571,18.724,49,1.75,2,3,0.107142857,0,3,25,28,12,3,3.535714286,26.17857143,14,4,29,2.662431479,1,13.319,13.319,13.319,2,2,2,0,0,0,3,29,1,0,25,0.579168877,3,2
Lao PDR,laos,13,297.324,22.87107692,10.03,21,1.615384615,2,4,0.307692308,0,2,7,13,4,0,1.846153846,11.30769231,9,1,4,,9,104.242,11.58244444,6.408,14,1.555555556,2,3,0.333333333,0,1,4,9,1,4,0.726190476,,5
urban site management services,pelayanan manajemen situs perkotaan,11,279.81,25.43727273,17.315,21,1.909090909,2,1,0.090909091,0,4,30,11,8,3,4.181818182,34.81818182,4,4,35,2.918295834,1,16.09,16.09,16.09,2,2,2,0,0,0,4,35,1,0,22,0.607936508,3,5
alerting,memberi tahu,19,413.313,21.75331579,17.524,31,1.631578947,2,5,0.263157895,0,1,8,19,10,1,1.210526316,11.36842105,5,1,7,3.165957321,1,9.459,9.459,9.459,2,2,2,0,0,0,2,12,1,0,9,0.527777778,2,5
human safety and welfare,kesejahteraan dan keamanan manusia,16,484.534,30.283375,19.5485,28,1.75,2,1,0.0625,0,4,24,16,7,2,4,36,8,4,37,2.202819531,1,28.395,28.395,28.395,2,2,2,0,0,0,4,34,1,0,26,0.598856209,3,5
severe trauma,trauma yang parah,18,324.912,18.05066667,18.1605,36,2,2,0,0,0,2,13,18,7,2,2.333333333,13.88888889,10,2,12,2.102187171,1,24.987,24.987,24.987,2,2,2,0,0,0,3,17,1,0,15,0.528657617,3,5
multi sectoral engagement,hubungan banyak sektor,15,372.321,24.8214,22.829,24,1.6,2,3,0.2,0,3,25,15,10,3,2.866666667,25.2,4,3,27,3.106890596,1,29.371,29.371,29.371,1,1,1,1,1,1,3,22,1,0,21,0.495151515,3,5
essential trauma care,perawatan trauma utama,21,834.123,39.72014286,27.287,31,1.476190476,2,3,0.142857143,0,3,21,21,14,2,3.333333333,25.95238095,6,3,24,3.427333494,1,95,95,95,1,1,1,0,0,0,3,22,1,0,11,0.648629149,3,4
info,data,19,230.763,12.14542105,7.582,34,1.789473684,2,2,0.105263158,0,1,4,19,6,1,1,7.157894737,9,1,9,2.030087225,1,27.853,27.853,27.853,2,2,2,0,0,0,1,4,1,0,4,0,3,5
stakeholders,semua yang berkepentingan,12,192.455,16.03791667,13.0765,18,1.5,2,5,0.416666667,0,1,12,12,8,1,1.916666667,16.33333333,4,2,14,2.751629167,1,17.625,17.625,17.625,2,2,2,0,0,0,3,25,1,0,21,0.468888889,3,5
flood levy,pajak makanan,16,453.402,28.337625,17.662,28,1.75,2,3,0.1875,0,2,10,16,10,0,2.0625,15,6,2,16,2.905639062,1,5.048,5.048,5.048,2,2,2,0,0,0,2,13,1,0,12,0.392307692,1,1
microeconomic impacts,pengaruh mikroekonomi,15,213.606,14.2404,10.042,28,1.866666667,2,2,0.133333333,0,2,21,15,10,2,2.4,20.66666667,3,2,21,3.189898095,3,39.978,13.326,10.388,6,2,2,0,0,0,2,21,3,1,20,0.561327561,3,5
human-induced hazards,masyarakat yang terimbas bahaya,15,406.105,27.07366667,23.204,28,1.866666667,2,1,0.066666667,0,2,21,15,12,2,3.933333333,29.13333333,2,3,25,3.506890596,1,57.308,57.308,57.308,2,2,2,0,0,0,4,31,1,0,26,0.505003957,3,1
municipal services,layanan pemkot,15,454.299,30.2866,31.46,25,1.666666667,2,2,0.133333333,0,2,18,15,7,2,2.133333333,15.13333333,7,2,12,2.279799132,1,17.188,17.188,17.188,1,1,1,0,0,0,2,14,1,0,15,0.476190476,1,5
retweet donate,menyumbang melalui retweet,15,264.579,17.6386,13.183,18,1.2,1,10,0.666666667,1,2,14,15,14,1,2.4,17.13333333,2,2,14,3.773557262,1,6.616,6.616,6.616,2,2,2,0,0,0,3,26,1,0,21,0.446886447,1,3
probable,mungkin,18,285.388,15.85488889,11.2305,27,1.5,2,5,0.277777778,0,1,8,18,5,1,1,9.611111111,7,1,7,1.875315618,7,98.226,14.03228571,10.83,11,1.571428571,2,2,0.285714286,0,1,7,7,1,8,0,3,5
governance,pemerintah,17,231.439,13.61405882,8.141,31,1.823529412,2,2,0.117647059,0,1,10,17,4,1,1.117647059,11.41176471,11,1,12,1.496065912,2,12.273,6.1365,6.1365,4,2,2,0,0,0,1,10,2,0,8,0.6,3,4
footprint hazard,jejak/jalur bencana,11,343.962,31.26927273,22.992,14,1.272727273,1,6,0.545454545,1,2,16,11,8,1,2.181818182,14,3,2,12,2.845350937,1,16.523,16.523,16.523,2,2,2,0,0,0,2,19,1,0,17,0.391885965,3,5
effected,berefek,16,276.167,17.2604375,10.5445,27,1.6875,2,2,0.125,0,1,8,16,8,1,1.125,10.875,7,1,11,2.521782222,1,10.282,10.282,10.282,1,1,1,1,1,1,1,7,1,0,6,0.607142857,1,1
other income-generating activities,aktivitas mencari uang yang lain,11,341.565,31.05136364,20.171,20,1.818181818,2,2,0.181818182,0,3,34,11,8,2,4.363636364,36.63636364,4,5,42,2.918295834,1,10.794,10.794,10.794,2,2,2,0,0,0,5,32,1,0,28,0.594717492,3,5
beneficiary households,rumah tangga penerima manfaat,10,287.222,28.7222,24.5825,19,1.9,2,0,0,0,2,22,10,6,2,3.6,25.3,5,3,21,2.160964047,1,17.252,17.252,17.252,2,2,2,0,0,0,4,29,1,0,28,0.424997097,3,5
torrential,huja,14,346.763,24.76878571,17.938,23,1.642857143,2,4,0.285714286,0,1,10,14,5,1,1,4.928571429,9,1,5,1.62668885,1,71.196,71.196,71.196,1,1,1,1,1,1,1,4,1,0,9,0,3,1
schools and nurseries,sekolah dan penitipan anak,15,482.067,32.1378,19.68,23,1.533333333,2,3,0.2,0,3,21,15,11,1,3.733333333,25.2,2,5,33,3.373557262,1,19.02,19.02,19.02,1,1,1,0,0,0,4,26,1,0,20,0.566544567,2,5
preventative,mencegah,18,260.851,14.49172222,11.702,29,1.611111111,2,3,0.166666667,0,1,12,18,6,1,1.222222222,10.38888889,8,1,10,2.080500531,1,6.112,6.112,6.112,1,1,1,0,0,0,1,8,1,0,10,0.527777778,3,5
innermost thoughts,pemikiran terdalam,8,246.678,30.83475,25.3695,15,1.875,2,1,0.125,0,2,18,8,5,1,2.375,19.125,4,2,16,2,1,22.597,22.597,22.597,2,2,2,0,0,0,2,18,1,0,16,0.44973545,3,5
other infrastructure,infrastruktur lainnya,14,133.751,9.553642857,9.108,26,1.857142857,2,1,0.071428571,0,2,20,14,8,1,2.357142857,20.14285714,5,2,21,2.638460067,5,51.739,10.3478,10.134,9,1.8,2,0,0,0,2,21,5,1,15,0.602503053,3,5
displacement site managers,pengelola lokasi perpindahan,8,243.998,30.49975,26.5275,16,2,2,0,0,0,3,26,8,7,2,3,27.375,2,3,28,2.75,2,86.043,43.0215,43.0215,4,2,2,0,0,0,3,28,2,1,23,0.548656899,3,5
witnessed,disaksikan,16,236.36,14.7725,9.565,30,1.875,2,2,0.125,0,1,9,16,5,1,1.125,10.9375,7,1,11,1.802421284,6,77.801,12.96683333,9.565,12,2,2,0,0,0,1,10,6,0,8,0.544444444,3,4
disrupted livelihood,mengganggu mata pencaharian,7,128.288,18.32685714,18.039,14,2,2,0,0,0,2,20,7,6,2,3.285714286,27.14285714,2,4,31,2.521640636,1,15.912,15.912,15.912,2,2,2,0,0,0,3,27,1,0,24,0.440432099,3,5
ownership of productive assets,kepemilikan aset produktif,22,428.445,19.47477273,15.88,41,1.863636364,2,0,0,0,4,30,22,5,3,3.136363636,27.09090909,16,3,26,1.368522528,16,342.495,21.4059375,16.545,30,1.875,2,0,0,0,3,26,16,1,23,0.597435897,3,5
technical standards,standar-standar teknis,19,210.081,11.05689474,7.352,33,1.736842105,2,0,0,0,2,19,19,3,2,2,14.84210526,15,2,14,1.191760148,2,13.724,6.862,6.862,3,1.5,1.5,0,0,0,2,22,2,0,14,0.630168078,3,5
hills menaced,bukit-bukit berjejer,10,413.689,41.3689,34.5605,13,1.3,1,4,0.4,0,2,13,10,10,1,2.5,18.5,1,2,12,3.321928095,1,74.741,74.741,74.741,1,1,1,0,0,0,2,20,1,0,16,0.502564103,1,3
culture shock,syok budaya,13,380.901,29.30007692,16.021,19,1.461538462,1,4,0.307692308,0,2,13,13,9,1,2.384615385,17.38461538,4,2,14,2.931208949,1,15.09,15.09,15.09,2,2,2,0,0,0,2,11,1,0,13,0.278554779,3,4
information processes,proses informasi,19,196.134,10.32284211,7.985,37,1.947368421,2,0,0,0,2,21,19,3,2,2,17.05263158,15,2,16,0.953013885,15,130.63,8.708666667,7.115,30,2,2,0,0,0,2,16,15,1,16,0.607142857,3,5
cautionary,peringatan,16,425.447,26.5904375,18.6965,24,1.5,1.5,4,0.25,0,1,10,16,8,1,1.3125,10.875,6,1,9,2.608458593,3,103.587,34.529,40.592,6,2,2,0,0,0,1,10,3,0,9,0.433333333,3,5
donator,penyumbang,13,139.9,10.76153846,7.883,22,1.692307692,2,0,0,0,1,7,13,4,1,1.230769231,9.076923077,9,1,7,1.62668885,2,12.867,6.4335,6.4335,4,2,2,0,0,0,1,10,2,0,9,0.495238095,3,5
bodies recovered,tubuh pulih,17,430.159,25.30347059,12.335,29,1.705882353,2,3,0.176470588,0,2,16,17,14,1,2.470588235,18.94117647,3,3,23,3.690116518,1,12.335,12.335,12.335,1,1,1,1,1,1,2,11,1,0,15,0.375631313,1,5
volcanic eruption material,material letusan gunung api,19,575.024,30.26442105,25.521,35,1.842105263,2,2,0.105263158,0,3,26,19,12,3,3.473684211,25.63157895,4,3,24,3.366091329,1,17.759,17.759,17.759,2,2,2,0,0,0,4,27,1,0,23,0.590159069,3,5
self-settled camps,penampungan mandiri,9,265.178,29.46422222,21.68,16,1.777777778,2,1,0.111111111,0,2,18,9,7,1,2.444444444,18.11111111,3,2,12,2.846439345,1,28.919,28.919,28.919,2,2,2,0,0,0,2,19,1,0,17,0.446978558,2,4
alludes,membahas,17,295.818,17.40105882,17.672,27,1.588235294,2,2,0.117647059,0,1,7,17,7,1,1.176470588,12.29411765,11,1,11,1.849007088,1,23.426,23.426,23.426,2,2,2,0,0,0,1,8,1,0,7,0.422619048,1,1
maintenance of water and sanitation systems,pemeliharaan sistem air dan sanitasi,13,484.647,37.28053846,30.982,22,1.692307692,2,4,0.307692308,0,6,43,13,10,3,4.769230769,33.84615385,2,5,36,3.238901257,2,110.641,55.3205,55.3205,4,2,2,0,0,0,5,36,2,1,31,0.669178869,3,5
preventative measures,cara-cara pencegahan,16,350.923,21.9326875,18.4795,30,1.875,2,1,0.0625,0,2,21,16,5,2,2,19.125,11,2,19,1.496640762,1,13.642,13.642,13.642,2,2,2,0,0,0,2,20,1,0,18,0.418253968,3,5
functioning safe spaces,menggunakan lahan yang aman,16,455.045,28.4403125,26.919,30,1.875,2,3,0.1875,0,3,23,16,14,2,3.8125,25.6875,3,4,26,3.702819531,1,22.411,22.411,22.411,2,2,2,0,0,0,4,27,1,0,22,0.463768116,1,3
facing flood,menghadapi banjir,18,286.828,15.93488889,13.229,35,1.944444444,2,1,0.055555556,0,2,12,18,6,0,2,17.05555556,13,2,17,1.497385205,13,216.627,16.66361538,14.486,26,2,2,0,0,0,2,17,13,1,15,0.450980392,1,3
fuel assistance,cadangan bahan bakar,17,343.859,20.227,20.412,31,1.823529412,2,0,0,0,2,15,17,5,1,2.882352941,18.29411765,13,3,19,1.257714822,1,13.437,13.437,13.437,2,2,2,0,0,0,3,20,1,0,17,0.405555556,3,3
case fatality ratio (CFR),rasio kasus yang fatal,14,380.921,27.20864286,17.029,19,1.357142857,2,7,0.5,0,4,25,14,10,2,3.714285714,25.21428571,4,3,21,,1,11.69,11.69,11.69,2,2,2,0,0,0,4,22,1,0,19,0.564040404,,2
reserve funds,pembiayaan yang dibalik,19,439.648,23.13936842,15.681,26,1.368421053,1,5,0.263157895,0,2,13,19,10,1,2.157894737,15.05263158,10,2,13,2.499544306,1,24.512,24.512,24.512,0,0,0,1,1,1,3,23,1,0,19,0.410535117,3,1
